dem_row,dem_col,X,Y,R_ft,az_deg,Z_dem,slope_deg,n_returns,n_ground,ground_median_Z,ground_max_Z,dem_minus_gnd_max,flags
482,530,19533153.2,750704.2,127.8,138.0,619.51,31.6,0,0,,,,NO_RETURNS
482,533,19533156.2,750704.2,129.9,137.0,620.2,28.9,0,0,,,,NO_RETURNS
482,538,19533161.2,750704.2,133.3,135.5,621.47,33.5,0,0,,,,NO_RETURNS
483,500,19533123.2,750703.2,110.9,150.0,616.93,27.8,0,0,,,,NO_RETURNS
483,501,19533124.2,750703.2,111.4,149.5,616.9,26.2,0,0,,,,NO_RETURNS
483,504,19533127.2,750703.2,113.0,148.2,616.91,29.8,0,0,,,,NO_RETURNS
483,508,19533131.2,750703.2,115.1,146.5,616.85,27.6,0,0,,,,NO_RETURNS
483,509,19533132.2,750703.2,115.7,146.1,617.01,26.9,0,0,,,,NO_RETURNS
483,512,19533135.2,750703.2,117.4,144.9,617.1,25.3,0,0,,,,NO_RETURNS
483,513,19533136.2,750703.2,118.0,144.5,617.52,28.8,0,0,,,,NO_RETURNS
483,517,19533140.2,750703.2,120.3,143.0,617.75,27.7,0,0,,,,NO_RETURNS
483,520,19533143.2,750703.2,122.2,141.8,618.22,27.8,0,0,,,,NO_RETURNS
483,521,19533144.2,750703.2,122.8,141.5,618.6,26.8,0,0,,,,NO_RETURNS
483,525,19533148.2,750703.2,125.3,140.0,619.0,26.5,1,1,619.26,619.26,-0.26,ok
483,529,19533152.2,750703.2,127.9,138.7,619.63,25.5,1,1,619.89,619.89,-0.26,ok
484,497,19533120.2,750702.2,110.3,151.6,617.46,25.8,1,1,617.46,617.46,0.0,ok
484,499,19533122.2,750702.2,111.3,150.7,617.33,26.2,0,0,,,,NO_RETURNS
484,500,19533123.2,750702.2,111.8,150.2,617.35,26.1,0,0,,,,NO_RETURNS
484,503,19533126.2,750702.2,113.3,148.9,617.42,25.2,0,0,,,,NO_RETURNS
484,504,19533127.2,750702.2,113.8,148.5,617.87,26.0,0,0,,,,NO_RETURNS
484,505,19533128.2,750702.2,114.4,148.1,617.46,28.5,0,0,,,,NO_RETURNS
484,507,19533130.2,750702.2,115.4,147.2,617.21,30.8,0,0,,,,NO_RETURNS
484,508,19533131.2,750702.2,116.0,146.8,617.83,30.3,0,0,,,,NO_RETURNS
484,509,19533132.2,750702.2,116.5,146.4,617.66,27.5,0,0,,,,NO_RETURNS
484,511,19533134.2,750702.2,117.6,145.6,617.44,33.5,0,0,,,,NO_RETURNS
484,512,19533135.2,750702.2,118.2,145.2,618.0,32.3,1,1,618.0,618.0,0.0,ok
484,515,19533138.2,750702.2,120.0,144.0,617.96,28.3,0,0,,,,NO_RETURNS
484,516,19533139.2,750702.2,120.5,143.6,618.13,31.7,1,0,,,,NO_GROUND
485,495,19533118.2,750701.2,110.3,152.7,617.31,25.2,0,0,,,,NO_RETURNS
485,496,19533119.2,750701.2,110.8,152.3,618.04,25.5,0,0,,,,NO_RETURNS
485,498,19533121.2,750701.2,111.7,151.4,617.46,26.0,0,0,,,,NO_RETURNS
485,499,19533122.2,750701.2,112.2,150.9,617.75,28.4,0,0,,,,NO_RETURNS
485,503,19533126.2,750701.2,114.2,149.2,617.85,28.1,0,0,,,,NO_RETURNS
485,506,19533129.2,750701.2,115.7,147.9,617.88,32.4,0,0,,,,NO_RETURNS
485,507,19533130.2,750701.2,116.3,147.5,618.05,30.1,1,1,618.05,618.05,-0.0,ok
485,510,19533133.2,750701.2,117.9,146.3,617.83,29.1,0,0,,,,NO_RETURNS
485,511,19533134.2,750701.2,118.5,145.9,618.46,28.9,0,0,,,,NO_RETURNS
485,514,19533137.2,750701.2,120.2,144.7,617.98,27.2,0,0,,,,NO_RETURNS
485,515,19533138.2,750701.2,120.8,144.3,618.73,28.6,2,2,618.73,618.77,-0.04,ok
485,519,19533142.2,750701.2,123.1,142.8,618.68,26.3,2,1,618.83,618.83,-0.15,ok
485,521,19533144.2,750701.2,124.4,142.0,618.81,28.2,0,0,,,,NO_RETURNS
486,495,19533118.2,750700.2,111.2,153.0,617.99,31.2,0,0,,,,NO_RETURNS
486,498,19533121.2,750700.2,112.6,151.6,618.22,27.5,0,0,,,,NO_RETURNS
486,513,19533136.2,750700.2,120.4,145.3,618.32,26.1,0,0,,,,NO_RETURNS
486,514,19533137.2,750700.2,121.0,144.9,618.79,31.2,1,1,618.81,618.81,-0.02,ok
486,517,19533140.2,750700.2,122.7,143.8,618.92,31.0,0,0,,,,NO_RETURNS
486,520,19533143.2,750700.2,124.5,142.7,618.83,28.6,0,0,,,,NO_RETURNS
486,521,19533144.2,750700.2,125.2,142.3,619.69,29.5,0,0,,,,NO_RETURNS
486,524,19533147.2,750700.2,127.0,141.2,619.34,28.6,0,0,,,,NO_RETURNS
486,528,19533151.2,750700.2,129.5,139.9,619.92,25.9,0,0,,,,NO_RETURNS
486,532,19533155.2,750700.2,132.2,138.5,621.12,28.1,1,1,621.12,621.12,-0.0,ok
487,502,19533125.2,750699.2,115.4,150.1,618.47,25.4,0,0,,,,NO_RETURNS
487,505,19533128.2,750699.2,116.9,148.8,618.63,25.2,0,0,,,,NO_RETURNS
487,508,19533131.2,750699.2,118.5,147.6,618.67,25.4,0,0,,,,NO_RETURNS
487,513,19533136.2,750699.2,121.3,145.6,619.05,28.3,1,1,619.42,619.42,-0.37,ok
487,516,19533139.2,750699.2,123.0,144.4,619.01,26.2,0,0,,,,NO_RETURNS
487,517,19533140.2,750699.2,123.6,144.1,619.49,25.1,0,0,,,,NO_RETURNS
487,520,19533143.2,750699.2,125.3,143.0,619.65,31.8,0,0,,,,NO_RETURNS
487,523,19533146.2,750699.2,127.2,141.9,619.84,27.3,0,0,,,,NO_RETURNS
487,524,19533147.2,750699.2,127.8,141.5,620.2,30.5,0,0,,,,NO_RETURNS
487,527,19533150.2,750699.2,129.7,140.5,620.21,32.6,0,0,,,,NO_RETURNS
487,528,19533151.2,750699.2,130.3,140.2,620.85,28.5,1,1,620.85,620.85,-0.0,ok
487,531,19533154.2,750699.2,132.3,139.2,621.04,31.4,0,0,,,,NO_RETURNS
487,534,19533157.2,750699.2,134.2,138.2,621.31,25.2,0,0,,,,NO_RETURNS
488,401,19533024.2,750698.2,110.0,203.3,616.9,26.0,1,1,617.0,617.0,-0.1,ok
488,493,19533116.2,750698.2,112.1,154.4,618.47,31.5,0,0,,,,NO_RETURNS
488,496,19533119.2,750698.2,113.4,153.0,618.5,27.9,0,0,,,,NO_RETURNS
488,497,19533120.2,750698.2,113.9,152.5,618.71,26.9,0,0,,,,NO_RETURNS
488,526,19533149.2,750698.2,129.8,141.1,620.2,33.3,0,0,,,,NO_RETURNS
488,527,19533150.2,750698.2,130.5,140.8,621.16,29.6,0,0,,,,NO_RETURNS
488,530,19533153.2,750698.2,132.4,139.8,621.19,30.4,0,0,,,,NO_RETURNS
488,534,19533157.2,750698.2,135.0,138.5,621.91,30.8,0,0,,,,NO_RETURNS
489,487,19533110.2,750697.2,110.5,157.4,618.87,26.0,1,1,619.23,619.23,-0.36,ok
489,500,19533123.2,750697.2,116.2,151.5,619.1,27.7,0,0,,,,NO_RETURNS
489,503,19533126.2,750697.2,117.6,150.2,618.99,28.4,0,0,,,,NO_RETURNS
489,505,19533128.2,750697.2,118.6,149.3,619.08,26.0,0,0,,,,NO_RETURNS
489,509,19533132.2,750697.2,120.7,147.7,619.35,29.7,0,0,,,,NO_RETURNS
489,512,19533135.2,750697.2,122.4,146.5,619.27,27.5,0,0,,,,NO_RETURNS
489,513,19533136.2,750697.2,122.9,146.1,619.42,25.9,0,0,,,,NO_RETURNS
489,525,19533148.2,750697.2,130.0,141.7,620.95,25.4,1,1,621.04,621.04,-0.09,ok
489,526,19533149.2,750697.2,130.6,141.4,621.11,26.9,1,1,621.11,621.11,-0.0,ok
490,404,19533027.2,750696.2,110.7,201.5,617.47,26.0,0,0,,,,NO_RETURNS
490,486,19533109.2,750696.2,111.1,158.1,619.25,26.4,0,0,,,,NO_RETURNS
490,489,19533112.2,750696.2,112.2,156.6,618.97,25.4,0,0,,,,NO_RETURNS
490,490,19533113.2,750696.2,112.6,156.2,619.14,26.0,0,0,,,,NO_RETURNS
490,494,19533117.2,750696.2,114.3,154.3,619.19,25.5,0,0,,,,NO_RETURNS
490,497,19533120.2,750696.2,115.7,153.0,619.44,28.8,0,0,,,,NO_RETURNS
490,504,19533127.2,750696.2,119.0,150.0,619.57,27.6,0,0,,,,NO_RETURNS
490,505,19533128.2,750696.2,119.5,149.6,619.95,25.6,0,0,,,,NO_RETURNS
490,506,19533129.2,750696.2,120.0,149.2,619.61,27.3,0,0,,,,NO_RETURNS
490,508,19533131.2,750696.2,121.0,148.4,619.73,34.4,0,0,,,,NO_RETURNS
490,511,19533134.2,750696.2,122.6,147.2,619.59,35.2,0,0,,,,NO_RETURNS
490,512,19533135.2,750696.2,123.2,146.8,620.31,35.0,0,0,,,,NO_RETURNS
490,513,19533136.2,750696.2,123.7,146.4,620.19,25.4,1,1,620.31,620.31,-0.12,ok
490,515,19533138.2,750696.2,124.9,145.6,620.0,25.8,0,0,,,,NO_RETURNS
490,516,19533139.2,750696.2,125.4,145.2,620.45,29.2,0,0,,,,NO_RETURNS
491,398,19533021.2,750695.2,114.0,204.1,617.84,28.3,0,0,,,,NO_RETURNS
491,485,19533108.2,750695.2,111.7,158.7,619.58,28.4,0,0,,,,NO_RETURNS
491,489,19533112.2,750695.2,113.2,156.8,619.74,32.2,1,1,619.82,619.82,-0.08,ok
491,493,19533116.2,750695.2,114.8,155.0,620.08,29.7,1,1,620.08,620.08,0.0,ok
491,494,19533117.2,750695.2,115.2,154.6,620.03,26.0,1,1,619.99,619.99,0.04,ok
491,495,19533118.2,750695.2,115.7,154.1,619.66,27.2,0,0,,,,NO_RETURNS
491,496,19533119.2,750695.2,116.1,153.7,619.34,27.3,0,0,,,,NO_RETURNS
491,498,19533121.2,750695.2,117.0,152.8,619.84,28.1,0,0,,,,NO_RETURNS
491,504,19533127.2,750695.2,119.9,150.2,620.11,26.1,0,0,,,,NO_RETURNS
491,507,19533130.2,750695.2,121.4,149.0,620.08,35.3,0,0,,,,NO_RETURNS
491,511,19533134.2,750695.2,123.5,147.4,620.69,29.6,0,0,,,,NO_RETURNS
491,523,19533146.2,750695.2,130.3,143.0,621.1,29.5,0,0,,,,NO_RETURNS
491,527,19533150.2,750695.2,132.8,141.6,621.59,31.5,0,0,,,,NO_RETURNS
492,405,19533028.2,750694.2,112.2,200.6,618.18,31.8,0,0,,,,NO_RETURNS
492,406,19533029.2,750694.2,111.9,200.1,618.32,25.8,0,0,,,,NO_RETURNS
492,409,19533032.2,750694.2,110.9,198.7,618.33,35.4,0,0,,,,NO_RETURNS
492,410,19533033.2,750694.2,110.6,198.2,618.66,28.4,1,1,618.64,618.64,0.02,ok
492,411,19533034.2,750694.2,110.3,197.7,618.66,26.2,0,0,,,,NO_RETURNS
492,479,19533102.2,750694.2,110.6,161.8,619.83,27.2,0,0,,,,NO_RETURNS
492,480,19533103.2,750694.2,110.9,161.3,619.96,29.7,0,0,,,,NO_RETURNS
492,482,19533105.2,750694.2,111.5,160.4,619.75,28.3,0,0,,,,NO_RETURNS
492,484,19533107.2,750694.2,112.2,159.4,619.99,31.5,0,0,,,,NO_RETURNS
492,488,19533111.2,750694.2,113.7,157.5,620.08,28.6,2,2,620.36,620.39,-0.31,ok
492,491,19533114.2,750694.2,114.9,156.1,619.78,25.6,0,0,,,,NO_RETURNS
492,492,19533115.2,750694.2,115.3,155.7,619.98,28.2,1,1,620.2,620.2,-0.22,ok
492,496,19533119.2,750694.2,117.0,153.9,620.21,33.2,1,1,620.22,620.22,-0.01,ok
492,499,19533122.2,750694.2,118.3,152.6,620.21,28.8,0,0,,,,NO_RETURNS
492,510,19533133.2,750694.2,123.8,148.1,620.23,33.2,0,0,,,,NO_RETURNS
492,522,19533145.2,750694.2,130.5,143.6,621.32,27.4,0,0,,,,NO_RETURNS
492,525,19533148.2,750694.2,132.3,142.5,621.4,28.0,0,0,,,,NO_RETURNS
492,526,19533149.2,750694.2,133.0,142.2,621.88,33.8,0,0,,,,NO_RETURNS
492,529,19533152.2,750694.2,134.8,141.2,621.96,31.4,0,0,,,,NO_RETURNS
493,408,19533031.2,750693.2,112.2,199.0,618.32,26.4,0,0,,,,NO_RETURNS
493,409,19533032.2,750693.2,111.8,198.5,619.14,25.2,0,0,,,,NO_RETURNS
493,474,19533097.2,750693.2,110.1,164.5,620.32,26.2,0,0,,,,NO_RETURNS
493,477,19533100.2,750693.2,110.9,163.0,620.46,26.6,0,0,,,,NO_RETURNS
493,479,19533102.2,750693.2,111.5,162.0,620.24,27.3,0,0,,,,NO_RETURNS
493,483,19533106.2,750693.2,112.8,160.0,620.27,37.1,0,0,,,,NO_RETURNS
493,487,19533110.2,750693.2,114.2,158.2,620.34,32.5,0,0,,,,NO_RETURNS
493,491,19533114.2,750693.2,115.8,156.3,620.73,25.8,0,0,,,,NO_RETURNS
493,503,19533126.2,750693.2,121.1,151.1,620.65,38.8,0,0,,,,NO_RETURNS
493,506,19533129.2,750693.2,122.6,149.9,620.65,33.9,0,0,,,,NO_RETURNS
493,509,19533132.2,750693.2,124.1,148.7,620.79,29.7,0,0,,,,NO_RETURNS
493,510,19533133.2,750693.2,124.6,148.3,621.48,30.7,0,0,,,,NO_RETURNS
493,513,19533136.2,750693.2,126.2,147.1,621.06,27.2,0,0,,,,NO_RETURNS
493,518,19533141.2,750693.2,129.0,145.3,621.42,26.3,0,0,,,,NO_RETURNS
493,521,19533144.2,750693.2,130.8,144.2,621.85,27.5,0,0,,,,NO_RETURNS
493,524,19533147.2,750693.2,132.5,143.1,621.74,35.2,0,0,,,,NO_RETURNS
493,525,19533148.2,750693.2,133.1,142.8,622.31,32.9,0,0,,,,NO_RETURNS
493,528,19533151.2,750693.2,135.0,141.8,622.42,36.4,0,0,,,,NO_RETURNS
494,396,19533019.2,750692.2,117.5,204.4,618.58,25.4,0,0,,,,NO_RETURNS
494,408,19533031.2,750692.2,113.1,198.8,619.12,27.2,1,1,619.12,619.12,-0.0,ok
494,478,19533101.2,750692.2,112.2,162.6,620.45,25.3,0,0,,,,NO_RETURNS
494,493,19533116.2,750692.2,117.5,155.6,620.63,27.8,0,0,,,,NO_RETURNS
494,497,19533120.2,750692.2,119.2,153.9,620.74,30.2,0,0,,,,NO_RETURNS
494,498,19533121.2,750692.2,119.7,153.4,620.69,26.8,0,0,,,,NO_RETURNS
494,502,19533125.2,750692.2,121.5,151.8,621.0,27.3,1,1,621.38,621.38,-0.38,ok
494,523,19533146.2,750692.2,132.7,143.7,622.18,28.7,0,0,,,,NO_RETURNS
494,524,19533147.2,750692.2,133.3,143.4,622.7,27.1,0,0,,,,NO_RETURNS
495,400,19533023.2,750691.2,116.9,202.4,619.02,35.7,0,0,,,,NO_RETURNS
495,404,19533027.2,750691.2,115.4,200.5,619.17,28.6,0,0,,,,NO_RETURNS
495,407,19533030.2,750691.2,114.4,199.1,619.0,26.9,0,0,,,,NO_RETURNS
495,482,19533105.2,750691.2,114.4,160.9,620.9,28.7,0,0,,,,NO_RETURNS
495,485,19533108.2,750691.2,115.4,159.5,621.11,28.6,0,0,,,,NO_RETURNS
495,489,19533112.2,750691.2,116.9,157.6,621.27,28.6,0,0,,,,NO_RETURNS
495,500,19533123.2,750691.2,121.5,152.8,621.25,26.9,0,0,,,,NO_RETURNS
495,501,19533124.2,750691.2,121.9,152.4,621.01,27.1,0,0,,,,NO_RETURNS
495,504,19533127.2,750691.2,123.3,151.2,621.31,32.8,0,0,,,,NO_RETURNS
495,507,19533130.2,750691.2,124.8,150.0,621.39,30.4,0,0,,,,NO_RETURNS
495,510,19533133.2,750691.2,126.4,148.8,621.53,28.7,0,0,,,,NO_RETURNS
495,514,19533137.2,750691.2,128.5,147.3,621.5,28.3,0,0,,,,NO_RETURNS
495,515,19533138.2,750691.2,129.0,146.9,621.64,30.1,0,0,,,,NO_RETURNS
495,520,19533143.2,750691.2,131.8,145.1,622.4,26.2,0,0,,,,NO_RETURNS
496,399,19533022.2,750690.2,118.2,202.6,619.38,26.6,0,0,,,,NO_RETURNS
496,401,19533024.2,750690.2,117.4,201.7,619.13,27.3,0,0,,,,NO_RETURNS
496,403,19533026.2,750690.2,116.7,200.8,619.45,28.3,1,1,619.85,619.85,-0.4,ok
496,406,19533029.2,750690.2,115.6,199.4,619.43,25.1,1,1,619.81,619.81,-0.38,ok
496,415,19533038.2,750690.2,113.0,195.1,619.87,28.1,0,0,,,,NO_RETURNS
496,459,19533082.2,750690.2,110.0,172.4,621.08,26.4,1,1,621.12,621.12,-0.04,ok
496,462,19533085.2,750690.2,110.4,170.9,620.71,30.0,0,0,,,,NO_RETURNS
496,502,19533125.2,750690.2,123.3,152.2,621.38,27.6,0,0,,,,NO_RETURNS
496,503,19533126.2,750690.2,123.8,151.8,621.74,29.8,0,0,,,,NO_RETURNS
496,505,19533128.2,750690.2,124.7,151.0,621.85,25.8,0,0,,,,NO_RETURNS
496,506,19533129.2,750690.2,125.2,150.6,621.89,28.8,0,0,,,,NO_RETURNS
496,507,19533130.2,750690.2,125.7,150.2,622.35,26.7,0,0,,,,NO_RETURNS
496,508,19533131.2,750690.2,126.2,149.8,621.61,27.6,0,0,,,,NO_RETURNS
496,509,19533132.2,750690.2,126.7,149.4,621.61,32.5,0,0,,,,NO_RETURNS
496,510,19533133.2,750690.2,127.2,149.0,622.49,29.3,0,0,,,,NO_RETURNS
496,511,19533134.2,750690.2,127.7,148.6,622.1,27.9,0,0,,,,NO_RETURNS
496,513,19533136.2,750690.2,128.8,147.9,621.91,27.2,0,0,,,,NO_RETURNS
496,514,19533137.2,750690.2,129.3,147.5,622.57,33.5,0,0,,,,NO_RETURNS
496,515,19533138.2,750690.2,129.9,147.1,622.57,29.8,0,0,,,,NO_RETURNS
496,519,19533142.2,750690.2,132.1,145.7,622.51,26.5,0,0,,,,NO_RETURNS
497,398,19533021.2,750689.2,119.5,202.9,619.69,27.9,0,0,,,,NO_RETURNS
497,401,19533024.2,750689.2,118.3,201.6,619.86,30.1,0,0,,,,NO_RETURNS
497,402,19533025.2,750689.2,118.0,201.1,619.85,32.1,0,0,,,,NO_RETURNS
497,405,19533028.2,750689.2,116.9,199.7,619.9,32.1,0,0,,,,NO_RETURNS
497,412,19533035.2,750689.2,114.7,196.5,620.12,28.2,0,0,,,,NO_RETURNS
497,413,19533036.2,750689.2,114.5,196.0,619.8,27.4,0,0,,,,NO_RETURNS
497,414,19533037.2,750689.2,114.2,195.5,619.81,26.0,0,0,,,,NO_RETURNS
497,416,19533039.2,750689.2,113.7,194.5,620.06,27.4,0,0,,,,NO_RETURNS
497,417,19533040.2,750689.2,113.4,194.0,619.98,29.2,0,0,,,,NO_RETURNS
497,418,19533041.2,750689.2,113.2,193.5,620.06,28.0,0,0,,,,NO_RETURNS
497,419,19533042.2,750689.2,113.0,193.0,620.26,30.1,0,0,,,,NO_RETURNS
497,420,19533043.2,750689.2,112.7,192.6,620.04,25.6,0,0,,,,NO_RETURNS
497,427,19533050.2,750689.2,111.4,189.0,620.24,25.4,1,1,620.62,620.62,-0.38,ok
497,434,19533057.2,750689.2,110.5,185.5,620.26,25.7,0,0,,,,NO_RETURNS
497,435,19533058.2,750689.2,110.5,184.9,620.63,29.2,1,1,620.7,620.7,-0.07,ok
497,438,19533061.2,750689.2,110.2,183.4,620.32,29.4,0,0,,,,NO_RETURNS
497,454,19533077.2,750689.2,110.5,175.1,621.18,31.3,0,0,,,,NO_RETURNS
497,457,19533080.2,750689.2,110.8,173.5,621.03,25.6,0,0,,,,NO_RETURNS
497,458,19533081.2,750689.2,110.9,173.0,621.25,29.0,1,1,621.54,621.54,-0.29,ok
497,461,19533084.2,750689.2,111.3,171.5,621.02,29.1,0,0,,,,NO_RETURNS
497,469,19533092.2,750689.2,112.7,167.4,621.29,25.8,0,0,,,,NO_RETURNS
497,484,19533107.2,750689.2,116.9,160.3,621.56,27.7,0,0,,,,NO_RETURNS
497,499,19533122.2,750689.2,122.8,153.7,622.0,28.2,0,0,,,,NO_RETURNS
497,502,19533125.2,750689.2,124.2,152.4,622.42,30.3,1,1,622.42,622.42,-0.0,ok
497,508,19533131.2,750689.2,127.1,150.0,622.35,29.1,0,0,,,,NO_RETURNS
497,509,19533132.2,750689.2,127.6,149.6,622.49,31.7,0,0,,,,NO_RETURNS
497,512,19533135.2,750689.2,129.1,148.5,622.55,26.2,0,0,,,,NO_RETURNS
497,513,19533136.2,750689.2,129.6,148.1,622.57,29.9,0,0,,,,NO_RETURNS
498,399,19533022.2,750688.2,120.0,202.3,619.87,31.5,0,0,,,,NO_RETURNS
498,405,19533028.2,750688.2,117.9,199.6,620.42,25.7,0,0,,,,NO_RETURNS
498,409,19533032.2,750688.2,116.6,197.7,620.4,33.3,0,0,,,,NO_RETURNS
498,411,19533034.2,750688.2,116.0,196.8,620.61,27.2,0,0,,,,NO_RETURNS
498,413,19533036.2,750688.2,115.4,195.8,620.72,25.6,1,1,620.72,620.72,-0.0,ok
498,414,19533037.2,750688.2,115.2,195.4,620.72,26.6,0,0,,,,NO_RETURNS
498,417,19533040.2,750688.2,114.4,193.9,620.96,25.6,0,0,,,,NO_RETURNS
498,418,19533041.2,750688.2,114.2,193.4,620.96,27.6,0,0,,,,NO_RETURNS
498,420,19533043.2,750688.2,113.7,192.4,620.77,25.1,0,0,,,,NO_RETURNS
498,422,19533045.2,750688.2,113.3,191.5,620.71,30.7,0,0,,,,NO_RETURNS
498,425,19533048.2,750688.2,112.7,190.0,620.54,27.1,0,0,,,,NO_RETURNS
498,426,19533049.2,750688.2,112.6,189.5,620.42,28.7,0,0,,,,NO_RETURNS
498,427,19533050.2,750688.2,112.4,189.0,620.85,28.0,0,0,,,,NO_RETURNS
498,430,19533053.2,750688.2,112.0,187.4,620.64,25.3,0,0,,,,NO_RETURNS
498,445,19533068.2,750688.2,111.1,179.7,621.43,31.6,0,0,,,,NO_RETURNS
498,449,19533072.2,750688.2,111.1,177.7,621.15,26.1,0,0,,,,NO_RETURNS
498,457,19533080.2,750688.2,111.8,173.6,621.66,25.1,0,0,,,,NO_RETURNS
498,463,19533086.2,750688.2,112.6,170.5,621.65,25.4,1,1,621.68,621.68,-0.03,ok
498,474,19533097.2,750688.2,114.9,165.1,621.57,33.0,0,0,,,,NO_RETURNS
498,475,19533098.2,750688.2,115.2,164.6,621.57,28.2,0,0,,,,NO_RETURNS
498,477,19533100.2,750688.2,115.7,163.7,621.72,27.1,0,0,,,,NO_RETURNS
498,478,19533101.2,750688.2,116.0,163.2,621.71,28.9,0,0,,,,NO_RETURNS
498,479,19533102.2,750688.2,116.3,162.7,622.07,35.2,0,0,,,,NO_RETURNS
498,480,19533103.2,750688.2,116.6,162.3,622.0,31.1,0,0,,,,NO_RETURNS
498,482,19533105.2,750688.2,117.2,161.3,622.0,27.9,0,0,,,,NO_RETURNS
498,483,19533106.2,750688.2,117.5,160.9,622.11,31.1,0,0,,,,NO_RETURNS
498,495,19533118.2,750688.2,122.0,155.5,622.31,28.5,0,0,,,,NO_RETURNS
498,517,19533140.2,750688.2,132.6,146.9,623.24,26.4,1,1,623.31,623.31,-0.07,ok
499,395,19533018.2,750687.2,122.5,203.8,620.12,27.7,0,0,,,,NO_RETURNS
499,396,19533019.2,750687.2,122.1,203.4,620.62,28.1,0,0,,,,NO_RETURNS
499,399,19533022.2,750687.2,120.9,202.1,621.06,31.2,0,0,,,,NO_RETURNS
499,400,19533023.2,750687.2,120.6,201.7,620.65,28.9,1,1,620.57,620.57,0.08,ok
499,403,19533026.2,750687.2,119.5,200.3,620.65,30.0,1,1,620.97,620.97,-0.32,ok
499,406,19533029.2,750687.2,118.5,199.0,620.56,27.4,0,0,,,,NO_RETURNS
499,407,19533030.2,750687.2,118.2,198.5,620.55,25.7,2,1,620.86,620.86,-0.31,ok
499,408,19533031.2,750687.2,117.8,198.0,620.76,28.7,0,0,,,,NO_RETURNS
499,421,19533044.2,750687.2,114.5,191.8,621.04,26.9,0,0,,,,NO_RETURNS
499,425,19533048.2,750687.2,113.7,189.9,621.34,29.3,1,1,621.26,621.26,0.08,ok
499,434,19533057.2,750687.2,112.5,185.4,621.02,27.8,0,0,,,,NO_RETURNS
499,452,19533075.2,750687.2,112.3,176.2,621.85,31.3,0,0,,,,NO_RETURNS
499,456,19533079.2,750687.2,112.6,174.1,621.91,25.8,1,1,621.94,621.94,-0.03,ok
499,465,19533088.2,750687.2,113.9,169.6,621.83,26.2,0,0,,,,NO_RETURNS
499,466,19533089.2,750687.2,114.1,169.1,621.83,25.2,0,0,,,,NO_RETURNS
499,470,19533093.2,750687.2,114.9,167.2,622.06,32.5,0,0,,,,NO_RETURNS
499,471,19533094.2,750687.2,115.1,166.7,622.18,32.2,0,0,,,,NO_RETURNS
499,473,19533096.2,750687.2,115.6,165.7,622.29,32.5,0,0,,,,NO_RETURNS
499,474,19533097.2,750687.2,115.9,165.3,622.75,32.9,0,0,,,,NO_RETURNS
499,475,19533098.2,750687.2,116.1,164.8,622.63,29.2,1,1,622.63,622.63,0.0,ok
499,477,19533100.2,750687.2,116.7,163.8,622.68,29.5,1,1,622.72,622.72,-0.04,ok
499,478,19533101.2,750687.2,117.0,163.4,622.72,28.8,0,0,,,,NO_RETURNS
499,480,19533103.2,750687.2,117.5,162.4,622.84,25.8,0,0,,,,NO_RETURNS
499,487,19533110.2,750687.2,119.8,159.2,622.56,31.1,0,0,,,,NO_RETURNS
499,489,19533112.2,750687.2,120.6,158.3,622.47,26.1,0,0,,,,NO_RETURNS
499,494,19533117.2,750687.2,122.5,156.2,622.84,25.2,1,1,623.0,623.0,-0.16,ok
499,519,19533142.2,750687.2,134.6,146.4,623.28,25.6,0,0,,,,NO_RETURNS
500,392,19533015.2,750686.2,124.6,204.9,620.86,27.2,0,0,,,,NO_RETURNS
500,393,19533016.2,750686.2,124.2,204.5,620.63,30.9,0,0,,,,NO_RETURNS
500,394,19533017.2,750686.2,123.8,204.1,620.81,30.7,0,0,,,,NO_RETURNS
500,395,19533018.2,750686.2,123.4,203.6,621.04,31.5,1,1,621.04,621.04,-0.0,ok
500,398,19533021.2,750686.2,122.2,202.4,620.96,29.1,0,0,,,,NO_RETURNS
500,426,19533049.2,750686.2,114.6,189.3,621.24,26.6,0,0,,,,NO_RETURNS
500,432,19533055.2,750686.2,113.7,186.3,621.36,29.4,1,0,,,,NO_GROUND
500,433,19533056.2,750686.2,113.6,185.8,621.08,31.6,0,0,,,,NO_RETURNS
500,434,19533057.2,750686.2,113.5,185.3,622.04,29.9,0,0,,,,NO_RETURNS
500,435,19533058.2,750686.2,113.4,184.8,621.61,33.1,1,0,,,,NO_GROUND
500,436,19533059.2,750686.2,113.4,184.3,621.1,25.7,0,0,,,,NO_RETURNS
500,437,19533060.2,750686.2,113.3,183.8,621.7,36.2,0,0,,,,NO_RETURNS
500,438,19533061.2,750686.2,113.2,183.3,622.08,28.7,0,0,,,,NO_RETURNS
500,440,19533063.2,750686.2,113.1,182.3,621.78,28.4,0,0,,,,NO_RETURNS
500,441,19533064.2,750686.2,113.1,181.8,621.49,26.2,0,0,,,,NO_RETURNS
500,444,19533067.2,750686.2,113.1,180.3,621.81,37.0,0,0,,,,NO_RETURNS
500,445,19533068.2,750686.2,113.1,179.7,621.85,27.0,0,0,,,,NO_RETURNS
500,447,19533070.2,750686.2,113.1,178.7,622.03,25.1,0,0,,,,NO_RETURNS
500,454,19533077.2,750686.2,113.4,175.2,622.02,28.6,0,0,,,,NO_RETURNS
500,461,19533084.2,750686.2,114.2,171.7,622.45,25.4,0,0,,,,NO_RETURNS
