band_key,section,row,az,eye_elev_navd88,d_shore_ft,theta_top_deg,horizon_dip_deg,far_skyline_deg,uses_dip_fallback
south r16,south,16,324.0,634.69,11600.0,-0.2887,-0.1317,0.431,False
south r16,south,16,326.0,634.69,11320.0,-0.2951,-0.1317,0.501,False
south r16,south,16,328.0,634.69,11060.0,-0.3013,-0.1317,0.631,False
south r16,south,16,330.0,634.69,10840.0,-0.3068,-0.1317,0.636,False
south r16,south,16,332.0,634.69,10633.0,-0.3122,-0.1317,0.665,False
south r16,south,16,334.0,634.69,10440.0,-0.3175,-0.1317,0.677,False
south r16,south,16,336.0,634.69,10280.0,-0.322,-0.1317,0.649,False
south r16,south,16,338.0,634.69,10120.0,-0.3266,-0.1317,0.541,False
south r16,south,16,340.0,634.69,9987.0,-0.3306,-0.1317,0.367,False
south r16,south,16,342.0,634.69,9873.0,-0.3341,-0.1317,0.329,False
south r17,south,17,318.0,636.24,12640.0,-0.2747,-0.1336,-0.127,False
south r17,south,17,320.0,636.24,12260.0,-0.2822,-0.1336,-0.131,False
south r17,south,17,322.0,636.24,11920.0,-0.2893,-0.1336,0.09,False
south r17,south,17,324.0,636.24,11600.0,-0.2964,-0.1336,0.428,False
south r17,south,17,326.0,636.24,11320.0,-0.303,-0.1336,0.498,False
south r17,south,17,328.0,636.24,11080.0,-0.3089,-0.1336,0.628,False
south r17,south,17,330.0,636.24,10840.0,-0.315,-0.1336,0.633,False
south r17,south,17,332.0,636.24,10640.0,-0.3204,-0.1336,0.662,False
south r17,south,17,334.0,636.24,10440.0,-0.326,-0.1336,0.674,False
south r17,south,17,336.0,636.24,10280.0,-0.3306,-0.1336,0.646,False
south r17,south,17,338.0,636.24,10120.0,-0.3354,-0.1336,0.538,False
south r17,south,17,340.0,636.24,10000.0,-0.3391,-0.1336,0.364,False
south r17,south,17,342.0,636.24,9880.0,-0.3429,-0.1336,0.326,False
south r18,south,18,318.0,637.61,12640.0,-0.281,-0.1352,-0.13,False
south r18,south,18,320.0,637.61,12260.0,-0.2886,-0.1352,-0.134,False
south r18,south,18,322.0,637.61,11920.0,-0.2959,-0.1352,0.087,False
south r18,south,18,324.0,637.61,11613.0,-0.3029,-0.1352,0.422,False
south r18,south,18,326.0,637.61,11333.0,-0.3096,-0.1352,0.495,False
south r18,south,18,328.0,637.61,11080.0,-0.3159,-0.1352,0.626,False
south r18,south,18,330.0,637.61,10840.0,-0.3223,-0.1352,0.63,False
south r18,south,18,332.0,637.61,10640.0,-0.3278,-0.1352,0.66,False
south r18,south,18,334.0,637.61,10460.0,-0.3329,-0.1352,0.672,False
south r18,south,18,336.0,637.61,10280.0,-0.3382,-0.1352,0.644,False
south r18,south,18,338.0,637.61,10140.0,-0.3425,-0.1352,0.536,False
south r18,south,18,340.0,637.61,10000.0,-0.3469,-0.1352,0.362,False
south r18,south,18,342.0,637.61,9880.0,-0.3508,-0.1352,0.323,False
