band_key,section,row,az,eye_elev_navd88,canopy_sil_leafoff_deg,canopy_sil_leafon_deg,leaf_state_measured,leaf_on_is
east r8,east,8,318.0,623.25,1.515,1.515,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r8,east,8,320.0,623.25,1.427,1.546,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r8,east,8,322.0,623.25,2.9,2.9,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r8,east,8,324.0,623.25,3.754,3.754,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r8,east,8,326.0,623.25,4.618,4.779,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r8,east,8,328.0,623.25,4.527,4.855,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r8,east,8,330.0,623.25,4.699,4.998,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r8,east,8,332.0,623.25,4.646,4.728,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r8,east,8,334.0,623.25,4.181,4.745,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r8,east,8,336.0,623.25,3.542,4.763,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r8,east,8,338.0,623.25,4.099,4.378,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r8,east,8,340.0,623.25,4.602,4.602,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r8,east,8,342.0,623.25,4.912,4.912,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r11,east,11,318.0,627.31,1.325,1.325,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r11,east,11,320.0,627.31,1.877,1.879,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r11,east,11,322.0,627.31,2.413,2.413,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r11,east,11,324.0,627.31,3.345,3.516,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r11,east,11,326.0,627.31,3.45,3.69,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r11,east,11,328.0,627.31,3.559,3.559,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r11,east,11,330.0,627.31,3.55,3.621,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r11,east,11,332.0,627.31,3.185,3.507,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r11,east,11,334.0,627.31,2.635,2.944,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r11,east,11,336.0,627.31,3.131,3.351,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r11,east,11,338.0,627.31,3.378,3.378,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r11,east,11,340.0,627.31,4.983,5.28,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r11,east,11,342.0,627.31,6.003,6.296,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r12,east,12,318.0,628.75,0.929,0.929,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r12,east,12,320.0,628.75,1.482,1.607,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r12,east,12,322.0,628.75,2.669,2.669,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r12,east,12,324.0,628.75,2.607,2.607,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r12,east,12,326.0,628.75,3.107,3.271,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r12,east,12,328.0,628.75,3.178,3.437,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r12,east,12,330.0,628.75,3.057,3.204,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r12,east,12,332.0,628.75,2.824,3.283,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r12,east,12,334.0,628.75,2.953,3.38,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r12,east,12,336.0,628.75,2.752,3.242,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r12,east,12,338.0,628.75,4.287,4.287,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r12,east,12,340.0,628.75,4.486,4.486,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r12,east,12,342.0,628.75,5.745,5.745,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r13,east,13,318.0,630.25,1.291,1.291,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r13,east,13,320.0,630.25,0.509,0.591,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r13,east,13,322.0,630.25,2.333,2.333,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r13,east,13,324.0,630.25,2.526,2.526,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r13,east,13,326.0,630.25,2.411,2.411,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r13,east,13,328.0,630.25,2.604,2.895,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r13,east,13,330.0,630.25,2.694,2.987,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r13,east,13,332.0,630.25,2.203,2.603,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r13,east,13,334.0,630.25,2.47,3.265,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r13,east,13,336.0,630.25,2.684,3.171,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r13,east,13,338.0,630.25,4.044,4.044,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r13,east,13,340.0,630.25,5.125,5.411,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r13,east,13,342.0,630.25,5.748,6.383,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r14,east,14,318.0,631.81,1.259,1.259,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r14,east,14,320.0,631.81,0.248,0.322,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r14,east,14,322.0,631.81,2.053,2.243,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r14,east,14,324.0,631.81,2.134,2.134,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r14,east,14,326.0,631.81,2.181,2.181,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r14,east,14,328.0,631.81,2.426,2.472,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r14,east,14,330.0,631.81,2.148,2.526,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r14,east,14,332.0,631.81,1.774,1.972,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r14,east,14,334.0,631.81,2.05,2.204,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r14,east,14,336.0,631.81,3.172,3.522,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r14,east,14,338.0,631.81,3.615,3.615,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r14,east,14,340.0,631.81,4.626,4.626,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r14,east,14,342.0,631.81,5.665,5.665,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r15,east,15,318.0,633.32,0.409,0.409,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
east r15,east,15,320.0,633.32,1.097,1.097,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
