band_key,section,row,az,eye_elev_navd88,canopy_sil_leafoff_deg,canopy_sil_leafon_deg,leaf_state_measured,leaf_on_is
bend r12,bend,12,322.0,628.72,0.335,1.418,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r12,bend,12,324.0,628.72,-0.828,0.498,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r12,bend,12,326.0,628.72,-0.926,-0.716,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r12,bend,12,328.0,628.72,-1.447,-1.433,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r12,bend,12,330.0,628.72,-0.238,-0.238,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r12,bend,12,332.0,628.72,-0.205,-0.205,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r12,bend,12,334.0,628.72,0.914,1.198,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r12,bend,12,336.0,628.72,1.398,1.398,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r12,bend,12,338.0,628.72,2.519,2.592,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r12,bend,12,340.0,628.72,2.484,2.519,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r12,bend,12,342.0,628.72,2.202,2.742,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r13,bend,13,318.0,630.24,1.686,2.439,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r13,bend,13,320.0,630.24,0.798,1.768,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r13,bend,13,322.0,630.24,0.157,1.203,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r13,bend,13,324.0,630.24,-1.018,0.081,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r13,bend,13,326.0,630.24,-0.915,-0.757,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r13,bend,13,328.0,630.24,-1.61,-1.61,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r13,bend,13,330.0,630.24,-0.355,-0.355,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r13,bend,13,332.0,630.24,-0.548,-0.548,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r13,bend,13,334.0,630.24,0.735,0.735,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r13,bend,13,336.0,630.24,1.125,1.125,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r13,bend,13,338.0,630.24,2.359,2.445,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r13,bend,13,340.0,630.24,2.151,2.409,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r13,bend,13,342.0,630.24,1.792,1.818,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r14,bend,14,318.0,631.74,1.496,2.013,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r14,bend,14,320.0,631.74,0.68,1.611,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r14,bend,14,322.0,631.74,-0.01,1.0,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r14,bend,14,324.0,631.74,-1.205,-0.117,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r14,bend,14,326.0,631.74,-1.071,-0.937,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r14,bend,14,328.0,631.74,-1.64,-1.64,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r14,bend,14,330.0,631.74,-0.595,-0.595,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r14,bend,14,332.0,631.74,-0.856,-0.856,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r14,bend,14,334.0,631.74,0.356,0.356,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r14,bend,14,336.0,631.74,0.972,1.168,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r14,bend,14,338.0,631.74,1.912,1.936,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r14,bend,14,340.0,631.74,1.694,1.947,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r14,bend,14,342.0,631.74,1.551,1.551,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r15,bend,15,318.0,633.28,1.291,1.491,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r15,bend,15,320.0,633.28,0.495,0.495,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r15,bend,15,322.0,633.28,-0.188,0.785,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r15,bend,15,324.0,633.28,-1.323,-0.157,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r15,bend,15,326.0,633.28,-1.211,-1.121,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r15,bend,15,328.0,633.28,-1.895,-1.805,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r15,bend,15,330.0,633.28,-0.848,-0.848,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r15,bend,15,332.0,633.28,-1.068,-1.068,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r15,bend,15,334.0,633.28,0.266,0.266,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r15,bend,15,336.0,633.28,0.674,0.896,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r15,bend,15,338.0,633.28,1.592,1.607,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r15,bend,15,340.0,633.28,1.296,1.76,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r15,bend,15,342.0,633.28,1.767,1.984,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r16,bend,16,318.0,634.69,0.701,1.615,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r16,bend,16,320.0,634.69,0.357,0.357,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r16,bend,16,322.0,634.69,-0.336,0.486,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r16,bend,16,324.0,634.69,-1.435,-0.304,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r16,bend,16,326.0,634.69,-1.351,-1.351,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r16,bend,16,328.0,634.69,-2.034,-2.034,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r16,bend,16,330.0,634.69,-1.058,-1.058,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r16,bend,16,332.0,634.69,-0.408,-0.408,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r16,bend,16,334.0,634.69,0.013,0.013,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r16,bend,16,336.0,634.69,0.91,0.91,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r16,bend,16,338.0,634.69,1.303,1.316,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r16,bend,16,340.0,634.69,1.026,1.385,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r16,bend,16,342.0,634.69,1.377,1.696,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r17,bend,17,318.0,636.18,0.96,1.112,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r17,bend,17,320.0,636.18,0.155,0.155,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r17,bend,17,322.0,636.18,-0.496,0.411,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r17,bend,17,324.0,636.18,-1.559,-0.459,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r17,bend,17,326.0,636.18,-1.495,-1.495,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r17,bend,17,328.0,636.18,-1.054,-1.002,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r17,bend,17,330.0,636.18,-1.123,-1.123,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r17,bend,17,332.0,636.18,-0.701,-0.425,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r17,bend,17,334.0,636.18,-0.237,-0.237,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r17,bend,17,336.0,636.18,0.828,0.926,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r17,bend,17,338.0,636.18,1.003,1.194,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r17,bend,17,340.0,636.18,0.799,0.802,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r17,bend,17,342.0,636.18,1.075,1.286,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r18,bend,18,318.0,637.6,0.061,0.286,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r18,bend,18,320.0,637.6,-0.083,0.184,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r18,bend,18,322.0,637.6,-0.642,0.112,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r18,bend,18,324.0,637.6,-1.645,-0.603,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r18,bend,18,326.0,637.6,-1.636,-1.636,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r18,bend,18,328.0,637.6,-1.241,-1.212,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r18,bend,18,330.0,637.6,-1.398,-1.398,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r18,bend,18,332.0,637.6,-0.624,-0.624,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r18,bend,18,334.0,637.6,-0.464,-0.464,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r18,bend,18,336.0,637.6,0.544,0.649,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r18,bend,18,338.0,637.6,0.719,0.988,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r18,bend,18,340.0,637.6,0.467,0.467,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
bend r18,bend,18,342.0,637.6,0.772,1.084,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r1,south,1,318.0,614.75,4.286,4.762,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r1,south,1,320.0,614.75,4.789,4.828,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r1,south,1,322.0,614.75,4.808,5.212,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r1,south,1,324.0,614.75,4.909,5.152,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r1,south,1,326.0,614.75,5.028,5.028,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r1,south,1,328.0,614.75,3.669,5.147,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r1,south,1,330.0,614.75,2.677,3.938,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r1,south,1,332.0,614.75,1.021,2.136,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r1,south,1,334.0,614.75,-0.621,-0.621,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r1,south,1,336.0,614.75,-0.384,-0.384,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r1,south,1,338.0,614.75,0.218,0.218,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r1,south,1,340.0,614.75,0.204,0.204,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r1,south,1,342.0,614.75,0.452,0.59,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r2,south,2,318.0,615.81,3.985,4.06,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r2,south,2,320.0,615.81,4.499,4.717,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r2,south,2,322.0,615.81,4.722,4.98,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r2,south,2,324.0,615.81,4.734,4.996,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r2,south,2,326.0,615.81,4.738,4.773,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r2,south,2,328.0,615.81,3.548,4.912,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r2,south,2,330.0,615.81,2.414,3.801,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r2,south,2,332.0,615.81,0.912,2.063,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r2,south,2,334.0,615.81,-0.542,-0.542,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r2,south,2,336.0,615.81,-0.596,-0.477,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r2,south,2,338.0,615.81,-0.023,-0.023,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r2,south,2,340.0,615.81,0.15,0.15,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r2,south,2,342.0,615.81,0.429,0.56,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r3,south,3,318.0,616.97,3.462,3.735,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r3,south,3,320.0,616.97,4.215,4.364,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r3,south,3,322.0,616.97,4.481,4.88,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r3,south,3,324.0,616.97,4.58,4.905,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r3,south,3,326.0,616.97,4.568,4.822,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r3,south,3,328.0,616.97,3.375,3.375,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r3,south,3,330.0,616.97,2.287,3.552,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r3,south,3,332.0,616.97,0.614,1.819,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r3,south,3,334.0,616.97,-0.621,-0.621,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r3,south,3,336.0,616.97,-0.764,-0.622,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r3,south,3,338.0,616.97,-0.197,-0.197,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r3,south,3,340.0,616.97,-0.023,0.001,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r3,south,3,342.0,616.97,0.206,0.468,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r4,south,4,318.0,618.13,2.903,3.296,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r4,south,4,320.0,618.13,3.889,4.386,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r4,south,4,322.0,618.13,4.365,4.581,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r4,south,4,324.0,618.13,4.491,4.696,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r4,south,4,326.0,618.13,4.444,4.622,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r4,south,4,328.0,618.13,3.211,3.211,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r4,south,4,330.0,618.13,2.145,2.145,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r4,south,4,332.0,618.13,0.424,0.424,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r4,south,4,334.0,618.13,-0.117,0.577,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r4,south,4,336.0,618.13,-0.462,-0.462,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r4,south,4,338.0,618.13,-0.374,-0.374,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r4,south,4,340.0,618.13,-0.193,-0.143,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r4,south,4,342.0,618.13,-0.022,0.364,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r6,south,6,318.0,620.67,1.652,2.058,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r6,south,6,320.0,620.67,3.184,3.474,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r6,south,6,322.0,620.67,3.614,3.797,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r6,south,6,324.0,620.67,3.885,3.984,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r6,south,6,326.0,620.67,3.874,3.963,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r6,south,6,328.0,620.67,2.99,2.99,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r6,south,6,330.0,620.67,2.665,3.291,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r6,south,6,332.0,620.67,1.397,2.247,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r6,south,6,334.0,620.67,-0.222,0.656,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r6,south,6,336.0,620.67,-0.693,-0.099,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r6,south,6,338.0,620.67,-0.857,-0.404,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r6,south,6,340.0,620.67,-0.652,-0.569,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r6,south,6,342.0,620.67,-0.223,-0.107,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r7,south,7,318.0,622.0,1.238,1.238,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r7,south,7,320.0,622.0,2.832,2.955,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r7,south,7,322.0,622.0,3.235,3.546,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r7,south,7,324.0,622.0,3.709,3.773,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r7,south,7,326.0,622.0,3.631,3.631,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r7,south,7,328.0,622.0,2.919,3.54,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r7,south,7,330.0,622.0,2.674,3.524,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r7,south,7,332.0,622.0,1.327,2.169,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r7,south,7,334.0,622.0,-0.364,1.039,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r7,south,7,336.0,622.0,-0.928,-0.527,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r7,south,7,338.0,622.0,-0.982,-0.563,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r7,south,7,340.0,622.0,-1.043,-0.96,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r7,south,7,342.0,622.0,-0.301,-0.123,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r8,south,8,318.0,623.24,1.503,1.728,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r8,south,8,320.0,623.24,2.456,2.469,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r8,south,8,322.0,623.24,3.145,3.401,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r8,south,8,324.0,623.24,3.397,3.437,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r8,south,8,326.0,623.24,3.494,3.542,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r8,south,8,328.0,623.24,2.901,3.528,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r8,south,8,330.0,623.24,2.613,3.34,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r8,south,8,332.0,623.24,1.336,2.16,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r8,south,8,334.0,623.24,-0.76,0.854,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r8,south,8,336.0,623.24,-1.064,-0.577,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r8,south,8,338.0,623.24,-1.208,-1.208,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r8,south,8,340.0,623.24,-1.231,-1.187,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r8,south,8,342.0,623.24,-0.46,-0.293,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r11,south,11,318.0,627.32,1.221,1.997,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r11,south,11,320.0,627.32,1.186,2.148,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r11,south,11,322.0,627.32,2.311,2.578,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r11,south,11,324.0,627.32,2.801,2.839,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r11,south,11,326.0,627.32,2.987,3.035,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r11,south,11,328.0,627.32,2.843,2.843,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r11,south,11,330.0,627.32,1.762,2.614,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r11,south,11,332.0,627.32,0.678,1.682,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r11,south,11,334.0,627.32,-0.598,-0.121,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r11,south,11,336.0,627.32,-1.102,-0.414,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r11,south,11,338.0,627.32,-1.757,-1.757,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r11,south,11,340.0,627.32,-1.604,-1.552,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r11,south,11,342.0,627.32,-0.965,-0.871,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r12,south,12,318.0,628.74,1.027,1.797,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r12,south,12,320.0,628.74,1.003,1.896,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r12,south,12,322.0,628.74,2.138,2.171,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r12,south,12,324.0,628.74,2.616,2.658,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r12,south,12,326.0,628.74,2.788,2.83,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r12,south,12,328.0,628.74,2.632,2.632,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r12,south,12,330.0,628.74,1.369,2.339,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r12,south,12,332.0,628.74,0.608,0.608,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r12,south,12,334.0,628.74,-0.367,0.197,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r12,south,12,336.0,628.74,-1.192,-0.451,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r12,south,12,338.0,628.74,-1.84,-1.84,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r12,south,12,340.0,628.74,-1.593,-1.542,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r12,south,12,342.0,628.74,-1.137,-0.879,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r13,south,13,318.0,630.24,0.806,1.123,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r13,south,13,320.0,630.24,1.538,1.666,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r13,south,13,322.0,630.24,1.913,1.992,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r13,south,13,324.0,630.24,2.424,2.424,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r13,south,13,326.0,630.24,2.563,2.629,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r13,south,13,328.0,630.24,2.263,2.468,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r13,south,13,330.0,630.24,0.908,2.418,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r13,south,13,332.0,630.24,0.246,0.246,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r13,south,13,334.0,630.24,-0.287,0.124,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r13,south,13,336.0,630.24,-1.493,-0.649,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r13,south,13,338.0,630.24,-1.963,-1.963,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r13,south,13,340.0,630.24,-1.721,-1.29,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r13,south,13,342.0,630.24,-1.309,-1.134,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r14,south,14,318.0,631.78,1.404,1.714,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r14,south,14,320.0,631.78,1.261,1.47,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r14,south,14,322.0,631.78,1.583,1.78,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r14,south,14,324.0,631.78,2.207,2.29,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r14,south,14,326.0,631.78,2.291,2.291,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r14,south,14,328.0,631.78,2.041,2.041,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r14,south,14,330.0,631.78,0.499,2.162,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r14,south,14,332.0,631.78,0.65,0.65,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r14,south,14,334.0,631.78,-0.471,-0.092,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r14,south,14,336.0,631.78,-1.652,-0.799,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r14,south,14,338.0,631.78,-2.134,-2.134,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r14,south,14,340.0,631.78,-1.828,-1.457,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r14,south,14,342.0,631.78,-1.581,-1.374,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r15,south,15,318.0,633.28,1.004,1.072,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r15,south,15,320.0,633.28,1.159,1.213,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r15,south,15,322.0,633.28,1.344,1.589,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r15,south,15,324.0,633.28,1.994,2.023,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r15,south,15,326.0,633.28,2.052,2.052,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
south r15,south,15,328.0,633.28,1.797,1.797,leaf-off (2015-05-02),assumption (crown-opacity closing; heights not raised)
