osm_id,name,type,area_m2,dist_m,az_deg,axis_off_deg,axis_along_m,axis_perp_m,ue_x_N_cm,ue_y_E_cm,live_roof_Z_m,dem_grade_Z_m,height_AGL_m,verdict
584329040,,yes,175.4,212.6,230.8,-99.2,-34.1,209.8,-15164,-15474,,,,
649597007,,yes,175.3,692.2,97.2,127.2,-418.5,551.4,-10389,69669,,,,
580294805,,yes,175.0,740.9,261.0,-69.0,266.0,691.5,-13255,-72195,,,,
647439404,,yes,174.8,630.6,73.0,103.0,-141.6,614.5,16751,61286,,,,
646829252,,yes,174.7,699.1,151.0,-179.0,-699.0,11.8,-62840,34913,,,,
647439429,,yes,174.4,682.0,81.7,111.7,-252.4,633.6,8108,68482,,,,
651233551,,yes,174.3,688.2,102.5,132.5,-464.8,507.6,-16588,68186,,,,
651342768,,yes,174.3,691.0,123.4,153.4,-617.7,309.7,-39725,58696,,,,
609308514,,yes,173.0,289.9,225.2,-104.8,-74.3,280.2,-22161,-19566,,,,
583389774,,yes,172.9,619.4,235.3,-94.7,-51.0,617.2,-36996,-49914,,,,
613101571,,yes,172.9,421.2,127.5,157.5,-389.3,160.9,-27382,34393,,,,
580294783,,yes,172.8,492.7,256.0,-74.0,136.1,473.5,-13602,-46822,,,,
645291968,,yes,172.8,729.1,159.9,-170.1,-718.2,125.3,-70179,26052,,,,
581704378,,yes,172.7,228.5,180.7,-149.3,-196.4,116.6,-24561,712,,,,
643526603,,yes,172.7,427.0,170.9,-159.1,-399.0,152.0,-43873,7779,,,,
651240066,,yes,172.6,606.2,128.9,158.9,-565.7,217.9,-39811,48142,,,,
646863820,,yes,172.0,523.4,93.0,123.0,-284.9,439.0,-4443,53256,,,,
651342778,,yes,171.6,637.0,119.3,149.3,-547.7,325.3,-32888,56545,,,,
641212207,,yes,171.4,494.4,72.9,102.9,-110.5,481.9,12807,48254,,,,
641212199,,yes,171.3,532.4,119.5,149.5,-458.9,270.0,-27962,47316,,,,
651363917,,yes,171.3,728.4,117.8,147.8,-616.6,387.8,-35727,65401,,,,
580294788,,yes,171.2,444.6,255.2,-74.8,116.4,429.1,-13092,-41986,,,,
641205172,,yes,171.0,722.1,184.4,-145.6,-595.5,408.3,-73705,-4597,,,,
651342756,,yes,171.0,647.3,113.8,143.8,-522.2,382.6,-27807,60234,,,,
616472446,,yes,170.6,505.3,186.5,-143.5,-406.2,300.6,-51924,-4733,,,,
651240049,,yes,170.4,715.0,126.5,156.5,-655.8,284.8,-44271,58446,,,,
609308528,,yes,170.3,469.3,206.9,-123.1,-256.4,393.1,-43574,-20239,,,,
647439411,,yes,169.3,705.8,73.6,103.6,-165.4,686.2,18269,68685,,,,
584329046,,yes,169.2,161.2,212.9,-117.1,-73.4,143.5,-15245,-7765,,,,
580285465,,yes,169.1,355.7,285.7,-44.3,254.6,248.5,7906,-33256,,,,
616472425,,yes,169.0,571.3,180.8,-149.2,-490.7,292.5,-58842,193,,,,
651342742,,yes,168.8,627.6,108.4,138.4,-469.6,416.4,-21570,60530,,,,
582112911,,yes,168.7,629.4,249.6,-80.4,105.1,620.5,-23636,-58006,,,,
643526607,,yes,168.5,438.8,162.4,-167.6,-428.5,94.3,-43543,14247,,,,
643459088,,yes,168.4,653.9,208.6,-121.4,-340.4,558.3,-59106,-30342,,,,
580285485,,yes,168.2,632.7,282.4,-47.6,426.9,467.0,11910,-60798,,,,
580294813,,yes,168.0,663.2,260.0,-70.0,226.7,623.3,-13243,-64325,,,,
609308505,,yes,167.2,285.9,208.3,-121.7,-150.3,243.2,-26896,-12559,,,,
584727861,,yes,166.5,469.3,63.4,93.4,-27.5,468.5,19328,42933,,,,
613101564,,yes,166.4,501.2,134.6,164.6,-483.1,133.3,-36894,36690,,,,
593952790,,yes,166.3,222.2,212.5,-117.5,-102.5,197.1,-20448,-10957,,,,
649597004,,yes,166.3,675.2,97.3,127.3,-409.4,536.9,-10322,67957,,,,
593952788,,yes,166.2,206.7,206.1,-123.9,-115.3,171.6,-20282,-8101,,,,
646829297,,yes,165.9,537.9,142.2,172.2,-533.0,72.6,-44245,33925,,,,
609308515,,yes,165.8,299.7,223.4,-106.6,-85.4,287.2,-23476,-19612,,,,
580285490,,yes,165.1,736.8,274.7,-55.3,419.4,605.7,4319,-72438,,,,
651236591,,yes,165.0,675.6,144.3,174.3,-672.2,67.3,-56570,40429,,,,
616472436,,yes,164.7,474.3,176.9,-153.1,-423.1,214.3,-49074,3586,,,,
584329043,,yes,164.3,168.9,217.6,-112.4,-64.5,156.2,-15108,-9310,,,,
609308526,,yes,164.3,436.3,208.7,-121.3,-226.6,372.8,-39982,-19963,,,,
583389794,,yes,163.8,569.7,231.2,-98.8,-86.8,563.0,-37387,-43426,,,,
646829261,,yes,163.8,631.9,161.4,-168.6,-619.5,124.5,-61588,21186,,,,
649596959,,yes,163.4,558.6,98.4,128.4,-347.3,437.6,-9914,56250,,,,
651342754,,yes,163.4,633.8,114.1,144.1,-513.5,371.4,-27614,58834,,,,
649119736,,yes,163.3,705.3,88.2,118.2,-333.4,621.5,491,71484,,,,
643526565,,yes,163.2,720.5,209.4,-120.6,-366.7,620.2,-64479,-34386,,,,
641212188,,yes,162.8,469.2,120.5,150.5,-408.4,230.9,-25541,41410,,,,
582112899,,yes,162.7,523.1,237.1,-92.9,-26.1,522.4,-30101,-42945,,,,
649119734,,yes,162.5,685.9,87.7,117.7,-318.7,607.3,1048,69525,,,,
583092180,,yes,162.1,732.8,246.9,-83.1,88.7,727.5,-30410,-66442,,,,
609308512,,yes,162.1,277.3,227.1,-102.9,-61.9,270.3,-20596,-19322,,,,
609308542,,yes,162.1,233.4,192.2,-137.8,-173.0,156.7,-24535,-3934,,,,
580285492,,yes,161.5,701.3,274.6,-55.4,398.2,577.3,3902,-68914,,,,
651363916,,yes,161.5,721.2,116.7,146.7,-602.6,396.3,-34086,65440,,,,
559186807,,yes,161.4,529.5,263.7,-66.3,212.8,484.8,-7524,-51636,,,,
583389772,,yes,161.3,633.8,238.4,-91.6,-17.7,633.5,-34928,-52986,,,,
613101575,,yes,161.2,445.3,125.6,155.6,-405.6,183.7,-27654,37181,,,,
646863814,,yes,161.1,492.3,86.1,116.1,-216.6,442.0,1624,50105,,,,
643526583,,yes,161.0,633.9,173.6,-156.4,-580.8,253.9,-64711,8042,,,,
646829272,,yes,160.8,605.8,146.5,176.5,-604.6,36.8,-52241,34406,,,,
560625256,,yes,160.3,306.0,35.8,65.8,125.6,279.0,23112,18871,,,,
646863802,,yes,160.2,570.9,66.1,96.1,-60.3,567.7,21442,53170,,,,
580285489,,yes,160.1,721.1,278.2,-51.8,445.5,566.9,8521,-70384,,,,
584727854,,yes,160.1,326.8,82.7,112.7,-126.1,301.5,2439,33405,,,,
651236599,,yes,159.9,733.8,135.0,165.0,-708.8,189.9,-53605,52879,,,,
583389780,,yes,159.8,699.5,236.8,-93.2,-39.5,698.4,-40059,-57516,,,,
609308518,,yes,159.8,325.4,219.5,-110.5,-114.2,304.7,-26837,-19690,,,,
580294774,,yes,159.7,569.4,251.7,-78.3,115.4,557.6,-19604,-53065,,,,
643526600,,yes,159.7,483.7,170.0,-160.0,-454.5,165.5,-49352,9385,,,,
649596962,,yes,159.7,601.2,97.5,127.5,-365.9,477.0,-9555,60598,,,,
651236590,,yes,159.3,700.4,145.4,175.4,-698.2,55.7,-59394,40728,,,,
651363918,,yes,159.3,736.3,115.1,145.1,-604.2,420.8,-33002,67645,,,,
647439435,,yes,159.1,730.5,84.2,114.2,-298.9,666.6,5727,73663,,,,
689231703,,yes,159.1,438.4,273.2,-56.8,239.8,367.0,699,-42785,,,,
646829291,,yes,159.0,497.1,148.8,178.8,-497.0,10.5,-44234,26751,,,,
651240068,,yes,158.7,594.8,126.9,156.9,-547.2,233.3,-37443,48551,,,,
580285467,,yes,158.6,361.4,289.2,-40.8,273.8,236.0,10198,-33133,,,,
580294797,,yes,158.5,566.2,258.8,-71.2,182.5,536.0,-12707,-54552,,,,
582112943,,yes,158.3,535.5,245.4,-84.6,50.5,533.1,-23996,-47702,,,,
559235360,,yes,158.2,129.3,165.2,-164.8,-124.8,33.9,-14217,4297,,,,
583092179,,yes,158.1,744.3,247.1,-82.9,92.5,738.5,-30635,-67592,,,,
643526608,,yes,158.1,444.0,160.8,-169.2,-436.2,83.0,-43640,15606,,,,
649596971,,yes,158.1,574.3,100.4,130.4,-371.9,437.6,-12042,57480,,,,
616472464,,yes,157.9,564.2,205.6,-124.4,-318.5,465.7,-52587,-23416,,,,
609308506,,yes,157.8,279.6,205.2,-124.8,-159.6,229.5,-27016,-10904,,,,
641212190,,yes,157.6,493.6,121.8,151.8,-435.2,233.0,-27756,42926,,,,
651240035,,yes,156.7,593.2,135.3,165.3,-573.7,150.6,-43871,42723,,,,
593952798,,yes,156.6,257.4,219.4,-110.6,-90.7,240.9,-21612,-15340,,,,
641212186,,yes,156.6,422.1,106.3,136.3,-305.4,291.4,-13589,41496,,,,
616472441,,yes,156.5,536.9,172.0,-158.0,-497.8,201.2,-54885,8453,,,,
646829293,,yes,156.2,511.7,146.0,176.0,-510.5,35.9,-44126,29627,,,,
649119724,,yes,156.1,724.9,92.3,122.3,-386.9,613.0,-4571,73424,,,,
646863812,,yes,155.9,560.5,70.2,100.2,-99.0,551.7,17296,53714,,,,
649119720,,yes,155.7,688.3,92.2,122.2,-366.9,582.4,-4370,69770,,,,
651240058,,yes,155.6,734.5,130.4,160.4,-692.0,246.1,-49345,56902,,,,
646829270,,yes,155.3,591.4,149.0,179.0,-591.3,10.2,-52416,31437,,,,
647439433,,yes,155.2,710.8,83.9,113.9,-288.1,649.8,5825,71668,,,,
647439410,,yes,154.8,715.2,71.6,101.6,-143.5,700.7,20891,68844,,,,
651342741,,yes,154.8,613.1,108.9,138.9,-462.2,402.9,-21596,58991,,,,
584329055,,yes,154.7,136.0,183.9,-146.1,-112.9,75.7,-15281,77,,,,
616472442,,yes,154.4,525.6,180.3,-149.7,-453.6,265.5,-54271,673,,,,
580285457,,yes,153.7,432.0,276.8,-53.2,258.9,345.8,3420,-41902,,,,
641212202,,yes,153.6,496.5,80.9,110.9,-177.4,463.7,6105,50023,,,,
646829276,,yes,153.6,601.1,143.3,173.3,-597.0,70.2,-49911,36917,,,,
580294787,,yes,153.4,458.5,255.5,-74.5,122.9,441.7,-13163,-43408,,,,
641212191,,yes,153.2,507.2,121.2,151.2,-444.2,244.7,-27955,44393,,,,
580285453,,yes,153.1,538.2,277.5,-52.5,327.9,426.8,5346,-52368,,,,
647439422,,yes,153.1,634.0,79.9,109.9,-215.4,596.3,9446,63402,,,,
646829267,,yes,152.6,555.3,156.3,-173.7,-551.9,61.3,-52575,23273,,,,
643526588,,yes,152.5,589.6,165.8,-164.2,-567.2,161.0,-58885,15410,,,,
647439436,,yes,152.5,734.2,82.3,112.3,-278.6,679.3,8125,73749,,,,
580285488,,yes,152.4,665.0,279.1,-50.9,419.2,516.2,8779,-64673,,,,
643526580,,yes,152.4,657.4,174.2,-155.8,-599.4,269.9,-67119,7590,,,,
651233540,,yes,152.3,599.0,104.1,134.1,-416.5,430.5,-16258,59094,,,,
643526597,,yes,152.2,492.3,164.6,-165.4,-476.3,124.5,-49185,14026,,,,
646829241,,yes,152.0,596.6,157.9,-172.1,-590.9,81.8,-56985,23451,,,,
651240063,,yes,151.9,574.0,131.2,161.2,-543.5,184.6,-39552,44149,,,,
651342784,,yes,151.4,701.5,106.6,136.6,-509.4,482.3,-21710,68231,,,,
641205145,,yes,151.2,413.7,188.1,-141.9,-325.8,255.0,-42682,-4808,,,,
558923155,,yes,150.9,629.2,263.6,-66.4,252.0,576.5,-8713,-61538,,,,
613101565,,yes,150.8,492.0,132.9,162.9,-470.3,144.6,-35213,37022,,,,
616472471,,yes,150.8,617.4,210.8,-119.2,-300.9,539.1,-54728,-30653,,,,
651342776,,yes,150.7,605.9,121.0,151.0,-530.1,293.6,-32943,52918,,,,
582112875,,yes,150.6,469.2,249.4,-80.6,76.3,463.0,-18260,-42917,,,,
609308558,,yes,150.6,383.8,206.0,-124.0,-214.5,318.3,-36206,-15856,,,,
646829292,,yes,150.6,501.5,147.3,177.3,-501.0,23.8,-43909,28101,,,,
646829290,,yes,150.5,488.0,150.0,180.0,-488.0,0.1,-43975,25398,,,,
584329050,,yes,150.4,198.3,236.0,-94.0,-13.7,197.8,-12793,-15457,,,,
559186796,,yes,150.2,390.6,155.7,-174.3,-388.6,39.0,-37323,17042,,,,
836112914,Tom & Dick's Grocery,yes,150.2,658.8,185.2,-144.8,-538.1,380.1,-67322,-5017,,,,
649596999,,yes,149.9,648.8,97.2,127.2,-392.0,517.0,-9819,65363,,,,
651240029,,yes,149.6,678.6,135.9,165.9,-658.2,165.1,-50463,48200,,,,
651240062,,yes,149.5,563.8,132.3,162.3,-537.2,171.1,-39680,42671,,,,
643459082,,yes,149.4,679.4,211.8,-118.2,-320.6,599.0,-59431,-34860,,,,
647439415,,yes,149.3,578.0,78.3,108.3,-181.1,548.9,10049,57585,,,,
651240034,,yes,149.3,596.9,138.3,168.3,-584.4,121.2,-46268,40708,,,,
651240033,,yes,149.1,583.2,136.5,166.5,-567.0,136.4,-44002,41158,,,,
581704385,,yes,148.8,187.4,174.5,-155.5,-170.5,77.8,-20375,2775,,,,
609308532,,yes,148.6,333.0,204.7,-125.3,-192.3,271.9,-31966,-12940,,,,
580294795,,yes,148.4,521.7,258.0,-72.0,161.4,496.1,-12539,-50041,,,,
651342744,,yes,148.3,645.1,109.9,139.9,-493.5,415.3,-23690,61638,,,,
609308529,,yes,148.2,485.0,205.6,-124.4,-274.3,400.0,-45468,-19934,,,,
643526595,,yes,148.2,524.7,162.4,-167.6,-512.4,113.0,-51737,16823,,,,
582112883,,yes,148.1,488.5,244.2,-85.8,35.4,487.2,-23007,-42973,,,,
651342769,,yes,148.1,704.0,122.7,152.7,-625.3,323.3,-39703,60258,,,,
581704381,,yes,147.9,389.9,162.7,-167.3,-380.4,85.5,-38934,12602,,,,
651342762,,yes,147.6,629.0,124.2,154.2,-566.2,273.9,-37051,53024,,,,
580285452,,yes,147.4,537.5,274.6,-55.4,305.5,442.2,2627,-52582,,,,
616472424,,yes,147.3,574.5,183.1,-146.9,-481.1,313.9,-59076,-2135,,,,
580294812,,yes,147.2,680.0,260.4,-69.6,236.5,637.6,-13113,-66049,,,,
649119722,,yes,147.2,705.7,92.2,122.2,-376.0,597.3,-4413,71513,,,,
651240028,,yes,147.1,666.2,136.9,166.9,-648.9,151.1,-50358,46518,,,,
616472430,,yes,146.8,645.0,180.4,-149.6,-556.6,326.0,-66219,588,,,,
651342746,,yes,146.7,581.3,117.1,147.1,-487.9,316.0,-28166,52755,,,,
616472461,,yes,146.5,560.6,208.5,-121.5,-292.6,478.2,-50965,-25788,,,,
643526584,,yes,146.5,576.7,173.9,-156.1,-527.2,233.9,-59067,7091,,,,
609308571,,yes,146.4,469.5,201.3,-128.7,-293.3,366.6,-45445,-16096,,,,
651342749,,yes,146.2,607.6,115.5,145.5,-500.8,344.2,-27876,55834,,,,
646829299,,yes,146.0,545.2,140.9,170.9,-538.3,86.5,-44004,35398,,,,
651240037,,yes,146.0,617.1,133.5,163.5,-591.8,175.1,-44214,45741,,,,
643459080,,yes,145.6,730.1,216.4,-113.6,-292.7,668.9,-60510,-42300,,,,
645291967,,yes,145.5,695.8,160.3,-169.7,-684.5,124.8,-67234,24404,,,,
643526599,,yes,145.4,486.7,168.1,-161.9,-462.7,151.1,-49339,11037,,,,
651342793,,yes,145.2,698.0,112.0,142.0,-550.3,429.4,-27907,65694,,,,
582112864,,yes,145.1,422.2,246.5,-83.5,47.5,419.5,-18581,-37716,,,,
609308546,,yes,145.1,256.8,185.7,-144.3,-208.4,150.0,-27264,-1579,,,,
643459077,,yes,145.1,719.0,220.2,-109.8,-243.5,676.5,-56633,-45424,,,,
1288927378,,yes,145.0,143.9,100.8,130.8,-94.1,108.8,-4422,15121,,,,
613101569,,yes,144.9,387.2,133.4,163.4,-371.1,110.6,-28325,29121,,,,
643526610,,yes,144.9,465.1,159.6,-170.4,-458.6,77.7,-45315,17187,,,,
580285445,,yes,144.7,440.8,271.4,-58.6,229.7,376.2,-635,-43076,,,,
646829279,,yes,144.6,533.9,154.5,-175.5,-532.2,42.1,-49912,23960,,,,
643459107,,yes,144.3,637.2,202.5,-127.5,-388.0,505.5,-60594,-23383,,,,
582112947,,yes,144.1,545.2,243.0,-87.0,28.4,544.4,-26475,-47579,,,,
643526587,,yes,143.9,585.2,167.6,-162.4,-557.7,177.1,-58873,13537,,,,
560625261,,yes,143.6,260.0,42.8,72.8,76.9,248.3,17363,18649,,,,
713685583,,yes,143.4,577.1,280.7,-49.3,376.2,437.7,8982,-55724,,,,
584329057,,yes,143.3,140.1,173.9,-156.1,-128.1,56.7,-15645,2488,,,,
580294807,,yes,142.8,710.3,260.6,-69.4,249.6,665.0,-13351,-69076,,,,
582112866,,yes,142.6,429.1,244.5,-85.5,33.4,427.8,-20216,-37731,,,,
651240036,,yes,142.5,604.8,134.5,164.5,-582.9,161.4,-44122,44113,,,,
646829251,,yes,142.4,706.9,150.0,-180.0,-706.9,0.5,-62964,36292,,,,
580294779,,yes,142.1,602.8,256.9,-73.1,175.2,576.8,-15385,-57720,,,,
556333720,,yes,142.0,220.7,62.1,92.1,-7.9,220.5,8626,20482,,,,
584727867,,yes,142.0,320.8,251.6,-78.4,64.4,314.2,-11850,-29442,,,,
583389775,,yes,141.9,599.2,236.3,-93.7,-38.2,598.0,-34929,-48888,,,,
646829265,,yes,141.7,523.0,157.0,-173.0,-519.1,63.9,-49862,21409,,,,
646829262,,yes,141.6,617.3,161.8,-168.2,-604.3,125.9,-60343,20305,,,,
651342782,,yes,141.6,682.5,117.3,147.3,-574.3,368.7,-33019,61635,,,,
643459104,,yes,141.5,683.0,201.1,-128.9,-428.7,531.6,-65424,-23617,,,,
646863826,,yes,141.2,522.2,89.4,119.4,-256.2,455.0,-1150,53205,,,,
616472453,,yes,141.0,544.7,202.0,-128.0,-335.7,428.9,-52234,-19370,,,,
651236588,,yes,140.1,720.4,146.3,176.3,-718.9,46.1,-61665,40931,,,,
609308524,,yes,140.0,407.1,211.6,-118.4,-193.6,358.2,-36391,-20347,,,,
643526586,,yes,139.9,581.3,169.3,-160.7,-548.7,192.2,-58840,11780,,,,
641212205,,yes,139.4,486.3,75.5,105.5,-130.2,468.6,10438,48080,,,,
643459102,,yes,139.2,704.7,202.1,-127.9,-432.8,556.1,-67003,-25528,,,,
646829248,,yes,138.8,658.3,146.7,176.7,-657.2,37.6,-56748,37108,,,,
559216674,,yes,138.5,435.5,299.9,-30.1,376.6,218.8,19963,-36785,,,,
616472423,,yes,138.5,571.1,185.6,-144.4,-464.3,332.6,-58553,-4595,,,,
643459094,,yes,138.4,680.9,207.4,-122.6,-366.5,573.8,-62148,-30380,,,,
643459103,,yes,138.3,700.4,201.0,-129.0,-440.6,544.4,-67092,-24125,,,,
580294796,,yes,138.2,550.1,258.4,-71.6,173.9,521.9,-12750,-52902,,,,
651236598,,yes,138.2,718.0,135.9,165.9,-696.5,174.5,-53304,50929,,,,
609308566,,yes,138.1,388.2,197.9,-132.1,-260.2,288.1,-38652,-10956,,,,
641205181,,yes,138.1,694.6,174.8,-155.2,-630.4,291.6,-70891,7253,,,,
651240060,,yes,137.8,533.5,131.2,161.2,-505.0,172.1,-36843,41139,,,,
651240039,,yes,137.0,638.4,131.6,161.6,-605.8,201.4,-44112,48725,,,,
651342772,,yes,136.8,701.8,120.3,150.3,-609.9,347.2,-37170,61553,,,,
609308560,,yes,136.5,408.0,204.8,-125.2,-234.9,333.6,-38742,-16155,,,,
582112862,,yes,136.4,414.2,248.3,-81.7,60.0,409.8,-17012,-37501,,,,
651342765,,yes,136.4,660.2,124.1,154.1,-594.0,288.3,-38742,55654,,,,
643459087,,yes,136.3,643.9,213.5,-116.5,-287.3,576.3,-55409,-34549,,,,
651342739,,yes,136.2,587.6,109.5,139.5,-446.9,381.5,-21343,56374,,,,
583389790,,yes,136.1,547.7,232.9,-97.1,-67.2,543.5,-34713,-42718,,,,
584727866,,yes,136.0,390.9,242.7,-87.3,18.1,390.5,-19674,-33732,,,,
582112909,,yes,135.6,517.4,238.5,-91.5,-13.4,517.3,-28740,-43136,,,,
584727856,,yes,135.6,459.2,108.1,138.1,-342.0,306.4,-16014,44629,,,,
643526566,,yes,135.6,727.3,210.6,-119.4,-356.6,633.9,-64297,-36073,,,,
646829255,,yes,135.6,678.9,153.7,-176.3,-677.5,43.6,-62564,31090,,,,
582112929,,yes,135.5,627.9,245.3,-84.7,58.5,625.1,-27907,-56073,,,,
609308511,,yes,135.5,245.8,201.2,-128.8,-154.0,191.6,-24631,-7908,,,,
581704386,,yes,135.1,211.8,181.0,-149.0,-181.6,109.0,-22895,636,,,,
651233533,,yes,134.9,571.4,104.8,134.8,-402.6,405.4,-16307,56231,,,,
647439408,,yes,134.6,653.1,73.6,103.6,-154.0,634.7,16680,63659,,,,
559186799,The UPS Store,retail,134.5,391.8,260.1,-69.9,134.3,368.0,-8484,-37600,,,,
651240045,,yes,134.4,670.9,129.5,159.5,-628.6,234.5,-44430,52727,,,,
643526609,,yes,134.3,447.9,158.7,-171.3,-442.7,68.1,-43461,17225,,,,
651236592,,yes,134.3,684.6,143.5,173.5,-680.2,77.4,-56756,41703,,,,
609308537,,yes,134.1,367.3,207.7,-122.3,-196.1,310.6,-34230,-16101,,,,
651233542,,yes,133.7,615.9,103.7,133.7,-425.8,445.0,-16338,60821,,,,
646829260,,yes,133.3,646.5,161.9,-168.1,-632.6,133.5,-63177,21056,,,,
580294794,,yes,133.2,535.5,258.4,-71.6,169.3,508.1,-12459,-51473,,,,
643526605,,yes,133.2,429.4,166.6,-163.4,-411.6,122.4,-43479,10969,,,,
616472438,,yes,133.1,507.5,176.7,-153.3,-453.6,227.7,-52383,3955,,,,
582112886,,yes,132.8,503.7,241.6,-88.4,14.4,503.5,-25640,-43332,,,,
641212198,,yes,132.8,526.3,115.1,145.1,-431.5,301.3,-24017,48662,,,,
651240064,,yes,132.4,585.9,130.1,160.1,-550.8,199.7,-39433,45825,,,,
582112949,,yes,132.1,558.3,246.9,-83.1,66.8,554.3,-23647,-50355,,,,
580294817,,yes,131.8,582.5,283.3,-46.7,399.6,423.8,11700,-55691,,,,
645291970,,yes,131.8,744.6,160.0,-170.0,-733.2,129.9,-71710,26402,,,,
616472437,,yes,131.1,493.6,177.0,-153.0,-439.6,224.5,-51009,3532,,,,
651236593,,yes,131.1,705.5,141.3,171.3,-697.5,106.4,-56800,45075,,,,
582112907,,yes,130.9,510.9,239.5,-90.5,-4.2,510.9,-27625,-43043,,,,
646863822,,yes,130.8,511.3,86.5,116.5,-227.9,457.7,1434,52019,,,,
641212187,,yes,130.6,446.2,105.9,135.9,-320.5,310.4,-13956,43897,,,,
643459084,,yes,130.3,689.2,211.1,-118.9,-333.1,603.4,-60733,-34606,,,,
616472462,,yes,130.1,547.2,206.4,-123.6,-303.1,455.6,-50742,-23316,,,,
584727864,,yes,130.0,486.6,235.8,-94.2,-35.9,485.3,-29088,-39239,,,,
616472440,,yes,130.0,525.6,178.5,-151.5,-461.8,250.9,-54255,2354,,,,
583092214,,yes,129.9,736.3,239.6,-90.4,-5.0,736.2,-38964,-62518,,,,
641212210,,yes,129.9,529.3,77.3,107.3,-157.2,505.4,9942,52623,,,,
647439425,,yes,129.6,626.7,77.3,107.3,-186.2,598.4,12076,62122,,,,
582112945,,yes,129.5,540.2,244.3,-85.7,40.3,538.6,-25155,-47674,,,,
641205177,,yes,129.5,693.0,181.7,-148.3,-589.4,364.6,-70985,-1116,,,,
649119717,,yes,129.5,613.6,91.8,121.8,-323.4,521.4,-3657,62317,,,,
616472429,,yes,129.4,649.4,178.2,-151.8,-572.4,306.7,-66625,3050,,,,
582112890,,yes,129.3,449.5,239.0,-91.0,-7.7,449.4,-24851,-37545,,,,
616472427,,yes,129.1,596.9,177.6,-152.4,-528.9,276.7,-61359,3472,,,,
643526591,,yes,129.1,543.4,167.3,-162.7,-518.9,161.2,-54714,12977,,,,
651233538,,yes,129.0,585.1,104.2,134.2,-407.8,419.5,-16059,57714,,,,
584329037,,yes,128.7,177.3,243.1,-86.9,9.5,177.1,-9748,-14819,,,,
651342796,,yes,128.7,735.0,111.1,141.1,-571.9,461.7,-28159,69569,,,,
580285456,,yes,128.6,443.3,276.5,-53.5,263.7,356.3,3302,-43051,,,,
580285454,,yes,128.4,556.7,275.3,-54.7,321.9,454.2,3454,-54442,,,,
582112885,,yes,128.4,493.9,242.6,-87.4,22.7,493.3,-24420,-42867,,,,
641212193,,yes,128.3,478.2,114.2,144.2,-387.8,279.7,-21315,44606,,,,
558923130,Dr Carl F Powers,yes,128.2,376.8,156.9,-173.1,-374.1,45.0,-36366,15797,,,,
651233557,,yes,128.2,721.8,102.1,132.1,-484.2,535.3,-16880,71559,,,,
583389770,,yes,128.1,742.4,237.8,-92.2,-29.0,741.9,-41322,-61808,,,,
651342770,,yes,127.9,709.8,121.6,151.6,-624.3,337.7,-38899,61455,,,,
651342795,,yes,127.4,720.8,111.6,141.6,-564.7,448.0,-28223,68023,,,,
643459100,,yes,127.2,723.9,205.0,-125.0,-415.2,593.1,-67322,-29612,,,,
651240046,,yes,127.0,680.9,128.7,158.7,-634.2,247.9,-44243,54166,,,,
643459093,,yes,126.9,635.3,205.5,-124.5,-359.6,523.7,-59047,-26383,,,,
609308522,,yes,126.4,377.0,213.4,-116.6,-168.9,337.1,-33194,-19757,,,,
584329054,,yes,126.3,139.3,190.3,-139.7,-106.2,90.2,-15423,-1508,,,,
580294780,,yes,126.1,606.6,255.5,-74.5,162.1,584.6,-16907,-57738,,,,
584329042,,yes,126.1,179.1,220.5,-109.5,-59.9,168.8,-15342,-10629,,,,
580294781,,yes,126.0,642.2,256.2,-73.8,179.0,616.8,-17055,-61370,,,,
580294789,,yes,125.7,399.6,253.0,-77.0,89.8,389.4,-13407,-37224,,,,
643459092,,yes,125.7,642.6,206.8,-123.2,-352.3,537.4,-59097,-27932,,,,
651240050,,yes,125.5,723.7,125.7,155.7,-659.8,297.3,-43986,59727,,,,
582112903,,yes,125.4,502.4,234.6,-95.4,-47.6,500.1,-30842,-39945,,,,
643526598,,yes,125.4,490.1,166.2,-163.8,-470.5,137.0,-49318,12650,,,,
651233549,,yes,125.2,670.6,102.9,132.9,-456.4,491.3,-16674,66357,,,,
582112913,,yes,125.0,585.8,248.1,-81.9,82.2,580.0,-23595,-53351,,,,
646863808,,yes,124.4,527.8,69.7,99.7,-89.2,520.2,16568,50506,,,,
651236600,,yes,124.4,741.2,134.4,164.4,-713.7,199.8,-53535,53984,,,,
580294816,,yes,124.3,598.6,281.8,-48.2,398.8,446.4,10500,-57607,,,,
663563651,,yes,124.3,424.2,121.2,151.2,-371.7,204.4,-23682,37279,,,,
582112872,,yes,124.0,483.0,246.3,-83.7,52.9,480.1,-21135,-43231,,,,
651233531,,yes,123.9,558.4,105.1,135.1,-395.5,394.2,-16256,54907,,,,
646863811,,yes,123.8,545.1,70.2,100.2,-96.2,536.6,16785,52266,,,,
651240027,,yes,123.6,654.5,138.0,168.0,-640.3,136.0,-50366,44778,,,,
583389789,,yes,123.3,574.2,234.5,-95.5,-55.3,571.5,-35079,-45743,,,,
593952811,,yes,122.8,190.8,191.5,-138.5,-142.9,126.4,-20415,-2813,,,,
641205151,,yes,122.8,720.2,187.8,-142.2,-568.8,441.8,-73067,-8824,,,,
651240076,,yes,122.4,520.4,126.1,156.1,-475.8,210.7,-32386,43029,,,,
583389795,,yes,122.3,561.0,234.3,-95.7,-56.0,558.2,-34472,-44551,,,,
