osm_id,name,type,area_m2,dist_m,az_deg,axis_off_deg,axis_along_m,axis_perp_m,ue_x_N_cm,ue_y_E_cm,live_roof_Z_m,dem_grade_Z_m,height_AGL_m,verdict
558923135,,yes,566.2,497.0,297.7,-32.3,419.9,265.9,21348,-43033,,,,
556155994,,yes,565.5,280.7,60.6,90.6,-3.1,280.7,12049,25454,,,,
1288927374,,yes,557.7,85.4,101.7,131.7,-56.9,63.7,-3453,9353,,,,
510501792,Beards Brewery,yes,551.1,86.8,6.3,36.3,69.9,51.4,6907,1942,198.85,188.77,10.08,on-grade
559186786,,yes,547.1,740.3,200.6,-129.4,-469.6,572.3,-70997,-25093,,,,
565537932,,yes,539.8,484.6,92.5,122.5,-260.3,408.7,-3824,49404,,,,
558923159,Latitude 45,yes,537.2,709.0,269.2,-60.8,345.4,619.2,-2763,-69904,,,,
465785898,Petoskey Fire Department,yes,532.6,280.5,291.0,-39.0,217.9,176.7,8317,-25206,,,,
559186804,,retail,525.7,567.2,263.8,-66.2,229.3,518.8,-7801,-55401,,,,
1288927364,,yes,521.1,151.5,120.8,150.8,-132.2,74.0,-9468,14013,,,,
1288927362,,yes,514.7,121.9,128.4,158.4,-113.3,44.9,-9286,10541,,,,
559186797,Mancino's,yes,501.9,329.8,256.8,-73.2,95.2,315.7,-9261,-31111,,,,
559186798,West Marine,retail,495.9,307.2,255.9,-74.1,84.3,295.4,-9188,-28806,,,,
1288927380,,yes,491.7,152.7,91.6,121.6,-80.0,130.0,-2144,16250,,,,
580285464,Lake Street Townhouse Condos,yes,486.8,283.5,277.2,-52.8,171.6,225.7,1858,-27134,,,,
1288927376,,yes,483.4,116.3,100.5,130.5,-75.6,88.4,-3840,12429,,,,
1288927375,,yes,478.7,101.0,102.1,132.1,-67.6,75.0,-3824,10864,,,,
1288927377,,yes,474.6,131.7,99.3,129.3,-83.5,101.8,-3855,13986,,,,
580294804,,yes,473.7,727.6,260.6,-69.4,256.5,680.9,-13549,-70798,,,,
556155995,,yes,472.1,300.0,63.8,93.8,-20.1,299.4,11512,27920,,,,
557735197,A-1 Professional Cleaners,yes,466.8,199.0,160.2,-169.8,-195.9,35.3,-20444,7729,,,,
613101562,,yes,460.4,516.2,137.0,167.0,-503.0,116.0,-39474,36190,,,,
558927441,,yes,458.9,370.4,175.7,-154.3,-333.7,160.7,-38653,3756,,,,
558927440,,yes,458.7,257.7,174.8,-155.2,-233.9,108.2,-27383,3314,,,,
556333722,,yes,456.2,246.5,56.7,86.7,14.4,246.1,11837,21585,,,,
619258609,,yes,449.5,447.4,289.3,-40.7,339.1,291.8,13058,-41238,,,,
558953907,Quick Care,yes,448.0,327.8,266.5,-63.5,146.4,293.3,-3705,-31729,,,,
558927438,,yes,447.8,491.7,106.9,136.9,-359.2,335.7,-16044,48022,,,,
1288927361,,yes,443.1,105.2,135.7,165.7,-101.9,26.0,-9247,8336,,,,
580285461,,yes,440.6,412.9,269.2,-60.8,201.4,360.5,-2299,-40299,,,,
582112922,,yes,436.7,670.5,240.7,-89.3,8.4,670.5,-34514,-57492,,,,
560625257,,yes,424.8,289.9,37.0,67.0,113.3,266.8,21435,18437,,,,
556333718,,yes,424.2,254.9,53.9,83.9,27.1,253.5,13304,21589,,,,
557735216,,yes,411.0,435.9,109.5,139.5,-331.5,283.2,-16262,42086,,,,
1288927363,,yes,410.1,136.1,124.1,154.1,-122.4,59.5,-9343,12262,,,,
558953902,Nagoya,yes,409.0,534.8,269.4,-60.6,262.9,465.7,-2239,-52487,,,,
576959319,,yes,407.3,131.8,290.4,-39.6,101.6,84.0,2881,-11362,,,,
613101547,,yes,406.9,625.0,59.9,89.9,0.8,625.0,29598,55076,,,,
559235351,,yes,403.2,299.9,47.2,77.2,66.7,292.4,18677,22978,,,,
1288927367,,yes,402.3,316.7,94.2,124.2,-178.1,261.9,-4048,32576,,,,
557745072,,yes,401.7,522.2,284.9,-45.1,368.5,370.0,11692,-49479,,,,
609308519,,yes,399.0,352.5,218.7,-111.3,-127.8,328.5,-29214,-21069,,,,
647439439,,yes,397.7,732.8,79.7,109.7,-246.6,690.1,11431,73082,,,,
613101542,,yes,395.2,699.7,52.4,82.4,92.6,693.6,40978,56427,,,,
559186788,Elder Piper Brewing,yes,393.2,682.0,197.9,-132.1,-457.6,505.6,-66630,-19916,,,,
546399785,,yes,392.2,229.6,6.0,36.0,185.7,135.1,21117,3403,,,,
558923131,,yes,390.8,148.3,29.7,59.7,74.9,128.0,11172,8334,,,,
580285462,,yes,387.2,398.8,267.8,-62.2,186.3,352.6,-3215,-38861,,,,
557735204,,yes,380.4,80.8,154.4,-175.6,-80.6,6.3,-9009,4479,,,,
559186800,,yes,378.5,410.8,260.1,-69.9,141.0,385.8,-8794,-39471,,,,
582112927,,yes,375.6,608.6,243.3,-86.7,35.0,607.6,-29065,-53379,,,,
583092177,,yes,374.9,716.0,246.8,-83.2,84.9,710.9,-29912,-64821,,,,
559235353,,yes,374.7,325.0,41.4,71.4,103.6,308.0,22656,22488,,,,
647439413,,yes,373.9,687.8,78.5,108.5,-218.1,652.3,12007,68385,,,,
558923132,,yes,372.0,421.3,62.9,92.9,-21.0,420.8,17508,38481,,,,
584727859,,yes,369.2,475.3,60.6,90.6,-4.8,475.3,21629,42390,,,,
510501790,Staffords Art Gallery,yes,365.3,345.1,46.1,76.1,82.9,335.0,22214,25861,,,,
560625262,,yes,360.2,240.5,35.0,65.0,101.8,217.9,17994,14778,,,,
559216681,,yes,360.0,390.3,111.4,141.4,-305.2,243.3,-15977,37322,,,,
559186806,,retail,357.1,547.1,264.0,-66.0,222.8,499.7,-7402,-53428,,,,
558958178,PNC Bank,yes,354.2,290.9,49.5,79.5,53.3,286.0,17195,23095,,,,
613101549,,yes,353.1,682.6,64.2,94.2,-49.7,680.8,28020,62429,,,,
559186791,,yes,351.2,660.9,188.8,-141.2,-515.3,413.9,-67034,-9087,,,,
558923133,,yes,349.0,435.6,63.9,93.9,-30.0,434.6,17418,40127,,,,
559216680,,yes,345.6,377.3,108.7,138.7,-283.7,248.8,-13839,36722,,,,
576882407,Word of Life Community Church,yes,342.8,638.8,259.7,-70.3,215.1,601.5,-13162,-61858,,,,
609308517,,yes,341.0,317.1,221.9,-108.1,-98.7,301.4,-25330,-20180,,,,
557735209,,yes,340.9,198.8,97.3,127.3,-120.6,158.0,-4257,20706,,,,
613101567,,yes,340.1,466.9,132.1,162.1,-444.4,143.3,-33034,35621,,,,
580294809,,yes,339.7,731.4,256.0,-74.0,201.2,703.2,-19446,-69968,,,,
1288927373,,yes,335.5,73.0,108.1,138.1,-54.3,48.7,-3983,7928,,,,
559235354,,yes,334.8,314.9,43.8,73.8,88.1,302.3,21027,22767,,,,
1288927365,,yes,327.8,162.0,116.7,146.7,-135.3,89.0,-8983,15467,,,,
584727855,salon nouveau vous,yes,324.1,337.8,85.3,115.3,-144.2,305.5,1066,34659,,,,
613101543,,yes,322.0,655.7,53.9,83.9,69.3,652.0,36884,53991,,,,
646863794,,yes,318.8,534.3,62.7,92.7,-25.0,533.7,22801,48462,,,,
559235358,,yes,318.2,112.9,165.8,-164.2,-108.6,30.8,-12661,3753,,,,
649119695,,yes,317.3,567.4,87.4,117.4,-261.0,503.8,871,57667,,,,
580294818,,yes,317.0,374.8,245.2,-84.8,34.0,373.3,-17438,-33036,,,,
556156002,Coldwell Banker,yes,315.9,211.3,128.7,158.7,-196.9,76.8,-14927,17485,,,,
556333719,,yes,313.9,213.6,68.3,98.3,-30.9,211.3,6171,20839,,,,
609308551,,yes,311.1,373.2,187.2,-142.8,-297.3,225.6,-38741,-3681,,,,
559186787,,yes,309.4,719.0,198.5,-131.5,-476.1,538.7,-69884,-21858,,,,
558927439,,yes,307.4,222.5,159.3,-170.7,-219.6,36.1,-22536,8847,,,,
581704377,,yes,306.9,247.8,180.2,-149.8,-214.2,124.6,-26500,911,,,,
647439417,,yes,306.4,573.7,81.8,111.8,-213.2,532.7,6456,57779,,,,
641205154,,yes,305.2,749.6,187.6,-142.4,-594.0,457.3,-76019,-8915,,,,
582112914,,yes,302.0,565.6,239.2,-90.8,-8.3,565.5,-30709,-47568,,,,
641205147,Gold Mine Resale Shop,yes,294.9,693.1,188.6,-141.4,-541.6,432.5,-70246,-9389,,,,
613101566,,yes,294.4,480.3,130.9,160.9,-453.9,157.0,-33173,37284,,,,
613101551,,yes,293.9,740.6,66.5,96.5,-84.5,735.7,27756,68930,,,,
559186795,,yes,293.0,405.1,157.2,-172.8,-401.9,50.7,-39056,16695,,,,
580285491,,yes,291.4,717.9,274.1,-55.9,402.7,594.3,3442,-70616,,,,
643526582,,yes,290.0,651.6,166.9,-163.1,-623.4,189.5,-65183,15748,,,,
584329053,,house,289.6,141.2,198.5,-131.5,-93.6,105.7,-15103,-3485,,,,
647439414,,yes,289.5,583.3,76.4,106.4,-164.4,559.7,12029,57678,,,,
649119698,,yes,289.4,588.6,87.5,117.5,-272.1,521.9,815,59792,,,,
646863806,,yes,288.2,529.6,66.8,96.8,-62.9,525.8,19129,49676,,,,
581704384,,yes,287.1,192.4,170.9,-159.1,-179.8,68.5,-20716,4048,,,,
649119702,,yes,286.8,617.2,87.6,117.6,-285.5,547.2,918,62654,,,,
558923157,Arby's,commercial,284.9,681.4,269.3,-60.7,332.9,594.5,-2607,-67141,,,,
558953906,,yes,284.4,442.9,267.5,-62.5,204.5,392.9,-3650,-43259,,,,
647439418,,yes,282.7,603.4,82.4,112.4,-229.8,557.9,6282,60796,,,,
558923134,,yes,282.4,235.9,335.8,5.8,234.7,23.8,19796,-8683,,,,
559186803,,yes,281.8,490.8,262.1,-67.9,184.6,454.7,-8470,-47619,,,,
577339448,,yes,278.7,650.3,184.5,-145.5,-535.6,368.8,-66537,-4168,,,,
557735205,,yes,278.6,101.5,206.5,-123.5,-56.0,84.6,-10799,-3532,,,,
616472466,,yes,277.5,582.7,204.6,-125.4,-337.7,474.8,-54706,-23245,,,,
641205176,,yes,276.8,697.2,183.1,-146.9,-584.0,380.9,-71334,-2797,,,,
641212203,,yes,276.1,512.6,80.2,110.2,-177.2,481.0,6987,51508,,,,
597468800,,yes,275.1,308.3,110.2,140.2,-236.7,197.5,-12341,29930,,,,
557735199,,yes,274.1,232.9,146.8,176.8,-232.5,13.0,-21204,13745,,,,
643526581,,yes,273.9,656.7,169.3,-160.7,-619.6,217.5,-66253,13135,,,,
646829240,,yes,272.9,583.2,159.8,-170.2,-574.7,99.0,-56435,21152,,,,
613101544,,yes,271.3,619.9,55.7,85.7,46.7,618.2,33235,52194,,,,
584727860,,yes,270.6,461.5,65.9,95.9,-47.3,459.1,17145,43109,,,,
613101555,,yes,269.4,739.6,61.0,91.0,-12.6,739.5,34171,65658,,,,
668918385,,retail,269.3,640.3,264.3,-65.7,263.1,583.7,-8116,-62719,,,,
609308548,,yes,268.7,306.3,184.7,-145.3,-251.9,174.4,-32246,-1520,,,,
651342783,,yes,268.7,678.1,107.1,137.1,-497.0,461.3,-21695,65792,,,,
609308533,,yes,268.5,326.3,202.4,-127.6,-199.1,258.5,-31884,-11446,,,,
559235352,,yes,267.3,336.9,39.8,69.8,116.6,316.1,24189,22536,,,,
580285468,,yes,267.3,305.1,288.0,-42.0,226.7,204.2,7708,-28031,,,,
649596956,,yes,267.1,528.0,98.5,128.5,-328.6,413.3,-9503,53216,,,,
556333723,,yes,266.4,237.2,59.1,89.1,3.8,237.1,10469,21339,,,,
584329052,,yes,266.4,125.5,203.7,-126.3,-74.3,101.1,-13209,-4047,,,,
559216672,,yes,265.1,449.3,297.6,-32.4,379.3,240.9,19087,-38834,,,,
647439393,,yes,264.7,621.4,66.3,96.3,-67.7,617.7,23308,57872,,,,
641205183,,yes,263.8,702.1,168.2,-161.8,-667.0,219.4,-70447,15336,,,,
651342743,,yes,263.5,639.1,108.0,138.0,-474.7,427.9,-21430,61788,,,,
580294810,,yes,262.4,699.7,255.3,-74.7,185.0,674.8,-19438,-66699,,,,
647439397,,yes,261.6,676.5,68.3,98.3,-97.3,669.4,23325,63831,,,,
609308547,,yes,261.2,311.5,188.6,-141.4,-243.6,194.2,-32521,-3643,,,,
651342786,,yes,261.0,744.5,105.8,135.8,-533.8,519.0,-21998,72628,,,,
646863793,,yes,257.8,540.4,61.2,91.2,-11.7,540.3,24288,48367,,,,
613101546,,yes,257.4,592.1,57.6,87.6,24.8,591.6,30014,50979,,,,
609308525,,yes,256.4,420.5,210.3,-119.7,-208.2,365.4,-38016,-20240,,,,
646863816,,yes,256.1,507.9,93.0,123.0,-277.0,425.7,-4415,51707,,,,
613101550,,yes,255.6,709.9,65.4,95.4,-66.5,706.8,27866,65523,,,,
559235357,,yes,251.7,100.8,160.6,-169.4,-99.1,18.5,-11223,4347,,,,
641212204,,yes,251.5,483.0,77.9,107.9,-148.7,459.5,8387,48220,,,,
649119710,,yes,250.3,575.3,92.3,122.3,-307.0,486.5,-3980,58474,,,,
560625259,,yes,249.0,249.8,38.4,68.4,92.1,232.1,17871,16488,,,,
651236587,,yes,248.8,740.7,147.3,177.3,-739.9,35.0,-64041,41018,,,,
584329047,,yes,248.1,185.2,225.1,-104.9,-47.8,179.0,-14803,-12120,,,,
583092189,,yes,247.7,686.2,250.3,-79.7,122.8,675.1,-24841,-63615,,,,
646863800,,yes,246.5,580.6,64.4,94.4,-44.3,578.9,23393,53345,,,,
651342785,,yes,245.6,724.4,106.2,136.2,-522.7,501.5,-21908,70559,,,,
651240059,,yes,245.2,548.7,133.4,163.4,-525.9,156.5,-39437,40836,,,,
580285493,,yes,245.0,668.6,275.5,-54.5,388.2,544.4,4681,-65565,,,,
576959315,,yes,244.5,169.3,285.4,-44.6,120.5,118.9,2777,-15333,,,,
641212189,,yes,242.3,480.7,122.7,152.7,-427.1,220.5,-27681,41439,,,,
581704388,,yes,239.7,303.6,179.0,-151.0,-265.4,147.4,-32073,1501,,,,
559216678,,yes,238.9,419.6,282.4,-47.6,282.9,309.9,7288,-39993,,,,
646378046,,yes,238.9,745.9,152.2,-177.8,-745.3,28.8,-67703,35761,,,,
646829281,,yes,238.9,544.8,151.7,-178.3,-544.6,16.1,-49683,26828,,,,
581704379,,yes,238.6,298.7,175.6,-154.4,-269.3,129.2,-31499,3266,,,,
646829242,,yes,238.1,605.2,156.3,-173.7,-601.5,66.7,-57138,25290,,,,
582112888,,yes,237.5,441.4,241.4,-88.6,11.2,441.2,-22810,-37778,,,,
647439402,,yes,237.0,592.1,71.6,101.6,-119.3,580.0,16951,57182,,,,
1288927368,,yes,236.5,306.2,95.4,125.4,-177.2,249.7,-4580,31478,,,,
559216679,,yes,236.4,374.9,106.6,136.6,-272.2,257.8,-12398,36924,,,,
646829269,,yes,235.0,580.6,151.2,-178.8,-580.4,12.6,-52611,28923,,,,
641205174,,yes,234.9,689.9,184.8,-145.2,-566.3,394.1,-70463,-4821,,,,
613101563,,yes,234.4,504.0,136.1,166.1,-489.2,121.1,-38028,35941,,,,
560625263,,yes,232.8,231.1,31.7,61.7,109.5,203.6,17943,13149,,,,
651342779,,yes,232.7,654.5,118.6,148.6,-558.7,340.8,-33065,58442,,,,
609308534,,yes,230.9,320.7,198.8,-131.2,-211.1,241.4,-32065,-9362,,,,
609308508,,yes,230.1,271.2,202.3,-127.7,-165.8,214.6,-26808,-9306,,,,
584329036,,yes,229.7,171.3,246.1,-83.9,18.3,170.4,-8652,-14675,,,,
647439395,,yes,229.3,613.3,68.4,98.4,-90.0,606.7,20825,58027,,,,
609308572,,yes,227.6,440.6,202.3,-127.7,-269.3,348.7,-42473,-15744,,,,
558923154,Scooby's Bottle Shop,yes,227.5,627.1,264.7,-65.3,262.5,569.5,-7456,-61451,,,,
647439419,,yes,227.4,630.3,82.9,112.9,-245.8,580.5,6022,63548,,,,
593952809,,yes,226.8,190.1,187.7,-142.3,-150.5,116.1,-20555,-1544,,,,
559186805,,yes,226.5,512.5,262.9,-67.1,199.8,472.0,-8013,-49873,,,,
641205148,,yes,226.5,706.9,190.4,-139.6,-538.3,458.1,-71242,-11767,,,,
651236594,,yes,226.5,717.5,140.4,170.4,-707.4,120.1,-56975,46757,,,,
609308543,,yes,224.7,255.6,190.6,-139.4,-194.2,166.2,-26843,-3697,,,,
1288927369,,yes,224.5,294.2,96.0,126.0,-173.1,237.9,-4811,30247,,,,
645291965,,yes,224.3,696.4,163.5,-166.5,-677.0,163.0,-68499,20727,,,,
643526589,,yes,224.1,599.2,164.7,-165.3,-579.6,151.7,-59500,16835,,,,
641212195,,yes,223.1,512.0,113.0,143.0,-408.8,308.2,-21711,48122,,,,
560625258,,yes,222.3,269.7,35.0,65.0,113.9,244.5,20370,16472,,,,
558923160,H&R Block,yes,221.6,737.8,270.4,-59.6,373.1,636.5,-1233,-72790,,,,
643526596,,yes,221.3,496.9,162.2,-167.8,-485.8,104.6,-49017,16219,,,,
576959323,,yes,221.1,110.3,295.3,-34.7,90.6,62.9,2990,-8987,,,,
646829247,,yes,220.8,649.7,148.0,178.0,-649.3,22.5,-56820,35406,,,,
641212200,,yes,219.6,544.3,118.5,148.5,-464.3,284.2,-27714,48815,,,,
580285486,,yes,218.9,631.4,279.7,-50.3,403.0,486.1,8879,-61259,,,,
609308531,,yes,217.1,338.1,207.1,-122.9,-183.7,283.8,-31818,-14402,,,,
559235362,,yes,216.9,144.6,167.0,-163.0,-138.3,42.2,-15806,4252,,,,
580294773,,yes,216.9,503.7,252.8,-77.2,112.0,491.1,-16572,-47136,,,,
580285459,,yes,216.8,385.7,276.7,-53.3,230.2,309.4,2751,-37319,,,,
583389777,,yes,216.5,686.0,239.2,-90.8,-9.0,686.0,-36795,-57964,,,,
609308552,,yes,216.4,383.2,194.4,-135.6,-273.7,268.2,-38825,-8551,,,,
651240051,,yes,216.1,741.3,125.6,155.6,-675.2,306.0,-44887,61254,,,,
616472439,,yes,214.4,527.5,176.7,-153.3,-471.4,236.8,-54380,4051,,,,
580285466,,yes,214.3,341.1,286.4,-43.6,246.9,235.4,7891,-31742,,,,
616472428,,yes,214.0,629.9,177.7,-152.3,-557.6,292.8,-64650,3512,,,,
651233560,,yes,214.0,736.0,101.3,131.3,-485.6,553.0,-16124,73164,,,,
558953905,,yes,213.1,492.7,270.4,-59.6,249.4,425.0,-1367,-48282,,,,
557735195,Citizens Bank,yes,212.0,204.0,152.4,-177.6,-203.8,8.4,-19789,10456,,,,
609308509,,yes,212.0,267.1,199.9,-130.1,-172.2,204.1,-26836,-8078,,,,
581704387,,yes,211.3,186.5,179.8,-150.2,-161.9,92.5,-20361,1070,,,,
616472426,,yes,211.2,576.8,178.3,-151.7,-507.6,273.8,-59367,2660,,,,
651342747,,yes,211.0,594.4,116.0,146.0,-492.7,332.5,-27760,54419,,,,
582112952,,yes,210.2,689.1,245.5,-84.5,66.5,685.9,-30248,-61732,,,,
651233552,,yes,210.2,703.3,102.3,132.3,-473.0,520.5,-16651,69719,,,,
581700482,,yes,210.1,636.9,274.9,-55.1,364.3,522.4,3711,-62463,,,,
647439416,,yes,210.1,575.9,79.6,109.6,-193.2,542.5,8675,57637,,,,
651233528,,yes,209.2,540.2,105.1,135.1,-382.7,381.3,-15791,53142,,,,
646829284,,yes,208.4,485.6,155.3,-174.7,-483.5,45.0,-45836,21271,,,,
580294791,,yes,207.4,427.3,255.0,-75.0,110.5,412.8,-12784,-40286,,,,
651240072,,yes,206.6,570.4,123.2,153.2,-509.4,256.8,-32989,48699,,,,
616472443,,yes,205.9,529.5,182.1,-147.9,-448.5,281.4,-54627,-950,,,,
651342733,,yes,205.8,557.6,110.5,140.5,-430.0,354.9,-21214,53228,,,,
559186792,,yes,205.5,542.5,190.1,-139.9,-414.7,349.7,-55116,-8563,,,,
641212209,,yes,205.4,535.5,75.6,105.6,-143.7,515.9,11636,52852,,,,
647439431,,yes,205.0,674.8,84.1,114.1,-275.3,616.1,5247,68109,,,,
649119733,,yes,204.8,665.8,87.9,117.9,-311.1,588.7,779,67527,,,,
609308550,,yes,204.3,349.5,188.6,-141.4,-273.3,217.9,-36277,-4214,,,,
647439403,,yes,203.5,614.6,72.2,102.2,-130.4,600.6,17024,59524,,,,
651342740,,yes,200.8,602.4,109.4,139.4,-457.1,392.3,-21687,57823,,,,
580285458,,yes,200.2,416.1,276.8,-53.2,249.5,333.1,3236,-40327,,,,
616472431,,yes,200.1,622.0,185.1,-144.9,-508.8,357.8,-63663,-4555,,,,
651240047,,yes,200.1,693.9,128.0,158.0,-643.5,259.6,-44464,55648,,,,
580285463,,yes,199.1,381.0,267.9,-62.1,178.5,336.6,-3085,-37089,,,,
583389781,,yes,198.4,672.3,236.1,-93.9,-46.1,670.7,-39245,-54788,,,,
651240073,,yes,198.1,555.8,124.1,154.1,-500.0,242.7,-32885,47011,,,,
646829256,,yes,197.4,678.3,154.9,-175.1,-675.8,58.0,-63142,29761,,,,
580285470,,yes,197.1,302.0,278.9,-51.1,189.7,235.0,2966,-28843,,,,
651233545,,yes,197.0,655.4,102.9,132.9,-446.4,479.8,-16388,64865,,,,
646829264,,yes,196.6,600.8,161.2,-168.8,-589.3,116.6,-58584,20361,,,,
645291974,,yes,196.5,742.1,164.6,-165.4,-718.3,186.6,-73252,20746,,,,
580285471,,yes,196.4,317.5,278.7,-51.3,198.3,247.9,3060,-30394,,,,
649119730,,yes,196.4,729.0,88.0,118.0,-341.7,643.9,892,73840,,,,
583092188,,yes,196.1,726.9,250.8,-79.2,136.2,714.1,-25626,-67657,,,,
613101572,,yes,196.1,433.1,126.6,156.6,-397.5,172.0,-27540,35755,,,,
616472460,,yes,195.6,525.8,207.8,-122.2,-280.5,444.6,-48244,-23490,,,,
593952792,,yes,195.0,229.6,215.8,-114.2,-94.3,209.3,-20348,-12425,,,,
609308535,,yes,195.0,316.3,196.8,-133.2,-216.5,230.6,-31996,-8157,,,,
559216671,,yes,194.8,472.6,292.8,-37.2,376.3,285.9,16576,-42586,,,,
558953903,Jet's Pizza,yes,194.6,508.0,268.8,-61.2,244.9,445.1,-2760,-49801,,,,
609308527,,yes,194.4,449.9,207.9,-122.1,-239.3,380.9,-41487,-20034,,,,
613101570,,yes,194.3,396.3,130.6,160.6,-373.8,131.7,-27506,31084,,,,
609308574,,yes,194.0,441.5,200.1,-129.9,-283.3,338.7,-43183,-14175,,,,
641205184,,yes,193.6,746.1,168.8,-161.2,-706.3,240.4,-74903,15485,,,,
580294775,,yes,193.3,553.1,251.6,-78.4,111.5,541.7,-19145,-51498,,,,
643526606,,yes,193.1,433.6,164.4,-165.6,-419.9,108.1,-43486,12624,,,,
582112877,,yes,193.0,463.7,250.7,-79.3,86.3,455.6,-17017,-42778,,,,
647439412,,yes,192.7,699.2,75.2,105.2,-183.2,674.8,16161,68588,,,,
609308563,,yes,192.3,391.9,200.3,-129.7,-250.4,301.5,-38477,-12603,,,,
580285469,,yes,191.9,323.1,287.4,-42.6,238.0,218.5,7968,-29831,,,,
646829305,,yes,191.7,529.7,147.3,177.3,-529.1,25.3,-46271,29638,,,,
580285446,,yes,190.0,488.5,275.1,-54.9,281.1,399.5,2649,-47660,,,,
609308559,,yes,189.6,376.6,203.1,-126.9,-226.1,301.2,-36354,-13789,,,,
649119715,,yes,189.5,626.2,92.7,122.7,-338.2,527.0,-4659,63540,,,,
584727858,,yes,189.2,494.4,58.1,88.1,16.6,494.1,24424,42955,,,,
609308499,,yes,189.0,284.5,216.1,-113.9,-115.3,260.1,-24709,-15767,,,,
559216673,,yes,188.7,461.3,295.1,-34.9,378.5,263.8,17871,-40779,,,,
582112920,,yes,188.6,648.5,243.3,-86.7,37.6,647.4,-30828,-56962,,,,
649596957,,yes,188.3,544.3,98.5,128.5,-338.6,426.2,-9730,54828,,,,
649597012,,yes,188.1,728.0,97.0,127.0,-437.8,581.7,-10544,73255,,,,
646378047,,yes,187.6,727.5,155.4,-174.6,-724.3,68.5,-67867,31274,,,,
651342781,,yes,187.5,671.6,118.2,148.2,-570.9,353.6,-33482,60159,,,,
647439398,,yes,187.3,603.7,69.7,99.7,-101.8,595.1,19224,57615,,,,
582112918,,yes,186.4,587.5,241.4,-88.6,14.2,587.3,-29852,-50579,,,,
559216677,,yes,186.3,426.4,285.9,-44.1,305.9,297.0,9931,-40025,,,,
647439396,,yes,185.8,657.3,66.7,96.7,-76.6,652.8,24297,61357,,,,
646829243,,yes,185.4,617.1,153.4,-176.6,-616.0,37.0,-56910,28584,,,,
582112859,,yes,185.1,433.9,249.4,-80.6,70.8,428.1,-16993,-39621,,,,
643459085,,yes,185.1,657.0,212.9,-117.1,-299.0,585.0,-56859,-34721,,,,
651240026,,yes,184.7,644.2,139.2,169.2,-632.7,121.1,-50454,43117,,,,
646829300,,yes,184.4,556.1,139.7,169.7,-547.0,99.9,-44096,36994,,,,
583092187,,yes,184.3,739.6,252.0,-78.0,154.3,723.3,-24521,-69365,,,,
580285494,,yes,183.4,623.3,275.9,-54.1,365.1,505.2,4645,-61015,,,,
646863803,,yes,183.4,528.2,64.3,94.3,-39.9,526.7,21161,48598,,,,
580294822,,yes,183.3,360.7,248.4,-81.6,52.8,356.8,-14982,-32550,,,,
583092216,,yes,182.7,720.2,241.2,-88.8,15.1,720.0,-36410,-62117,,,,
580285472,,yes,182.3,347.1,277.9,-52.1,213.2,273.9,3055,-33388,,,,
609308523,,yes,182.1,392.5,212.6,-117.4,-180.5,348.5,-34774,-20163,,,,
646829259,,yes,182.1,659.8,158.6,-171.4,-652.4,99.0,-63160,25039,,,,
582112897,,yes,181.6,462.5,238.1,-91.9,-15.3,462.2,-26148,-38274,,,,
651240038,,yes,181.4,629.8,132.6,162.6,-601.0,188.1,-44356,47334,,,,
580285473,,yes,180.9,330.4,278.4,-51.6,205.2,259.0,3110,-31697,,,,
583389773,,yes,180.5,624.7,237.6,-92.4,-26.5,624.1,-35221,-51736,,,,
580285447,,yes,180.3,587.6,274.7,-55.3,334.3,483.3,3072,-57577,,,,
649119719,,yes,180.3,666.7,92.4,122.4,-356.9,563.2,-4463,67609,,,,
609308503,,yes,179.8,296.9,210.7,-119.3,-145.1,259.0,-27228,-14188,,,,
609308557,,yes,179.3,302.8,181.6,-148.4,-257.9,158.7,-31988,146,,,,
643526585,,yes,179.3,576.3,171.4,-158.6,-536.7,209.9,-58693,9645,,,,
646829266,,yes,179.3,544.3,158.4,-171.6,-538.4,79.9,-52339,20995,,,,
609308530,,yes,179.1,344.1,209.3,-120.7,-175.5,296.0,-31716,-15870,,,,
641212206,,yes,179.0,489.8,74.2,104.2,-120.4,474.7,11595,48123,,,,
646829282,,yes,178.5,551.2,150.3,-179.7,-551.2,2.9,-49597,28302,,,,
651240057,,yes,178.5,724.9,130.9,160.9,-685.1,236.8,-49209,55750,,,,
560625260,,yes,178.0,255.5,40.4,70.4,85.9,240.6,17753,17536,,,,
613101556,,yes,177.9,736.2,54.2,84.2,74.8,732.4,41386,60674,,,,
556333717,,yes,177.6,195.3,56.8,86.8,10.8,195.0,8965,17340,,,,
616472435,,yes,177.6,443.6,176.1,-153.9,-398.4,195.2,-45977,4009,,,,
649597011,,yes,177.3,706.4,97.0,127.0,-425.0,564.3,-10309,71106,,,,
651240025,,yes,177.2,629.3,140.7,170.7,-621.1,101.7,-50418,40850,,,,
580294772,,yes,176.5,497.5,254.6,-75.4,125.5,481.4,-14917,-46976,,,,
584329041,,yes,176.4,200.0,228.0,-102.0,-41.7,195.6,-15108,-13868,,,,
646863807,,yes,176.4,500.9,68.5,98.5,-74.1,495.4,16640,47598,,,,
556156003,,house,176.2,514.3,120.0,150.0,-445.6,256.9,-27460,45515,,,,
583092217,,yes,175.8,713.9,242.2,-87.8,27.9,713.4,-34965,-62188,,,,
580294814,,yes,175.6,600.6,283.0,-47.0,409.5,439.3,11784,-57535,,,,
